costat,curcd,datafmt,indfmt,consol,tic,datadate,gvkey,re
A,USD,STD,INDL,C,SLAB,2015-12-31,133288,747.2420
A,USD,STD,INDL,C,SLAB,2016-12-31,133288,802.4910
A,USD,STD,INDL,C,SLAB,2017-12-31,133288,850.1500
A,USD,STD,INDL,C,SLAB,2018-12-31,133288,959.7690
A,USD,STD,INDL,C,SLAB,2019-12-31,133288,981.2540
A,USD,STD,INDL,C,SLAB,2020-12-31,133288,995.4780
A,USD,STD,INDL,C,SLAB,2021-12-31,133288,2212.4200
A,USD,STD,INDL,C,SLAB,2022-12-31,133288,1405.0050
A,USD,STD,INDL,C,SLAB,2023-12-31,133288,1191.7060
A,USD,STD,INDL,C,SLAB,2024-12-31,133288,1001.7910
A,USD,STD,INDL,C,SLAB,2025-12-31,133288,937.0130
I,USD,STD,INDL,C,SLH,2015-06-30,177429,-351.7790
A,USD,STD,INDL,C,SNDK,2022-06-30,051008,
A,USD,STD,INDL,C,SNDK,2023-06-30,051008,
A,USD,STD,INDL,C,SNDK,2024-06-30,051008,
A,USD,STD,INDL,C,SNDK,2025-06-30,051008,-2033.0000
A,USD,STD,INDL,C,SNPS,2015-10-31,024975,1620.3520
A,USD,STD,INDL,C,SNPS,2016-10-31,024975,1843.0080
A,USD,STD,INDL,C,SNPS,2017-10-31,024975,2077.8940
A,USD,STD,INDL,C,SNPS,2018-10-31,024975,2430.5110
A,USD,STD,INDL,C,SNPS,2019-10-31,024975,3071.6970
A,USD,STD,INDL,C,SNPS,2020-10-31,024975,3741.3230
A,USD,STD,INDL,C,SNPS,2021-10-31,024975,4500.1090
A,USD,STD,INDL,C,SNPS,2022-10-31,024975,5300.0300
A,USD,STD,INDL,C,SNPS,2023-10-31,024975,6545.2850
A,USD,STD,INDL,C,SNPS,2024-10-31,024975,8803.7250
A,USD,STD,INDL,C,SNPS,2025-10-31,024975,10083.0730
I,USD,STD,INDL,C,SPLK,2015-01-31,170616,-387.6600
I,USD,STD,INDL,C,SPLK,2016-01-31,170616,-669.3650
I,USD,STD,INDL,C,SPLK,2017-01-31,170616,-1023.7970
I,USD,STD,INDL,C,SPLK,2018-01-31,170616,-1279.7310
I,USD,STD,INDL,C,SPLK,2019-01-31,170616,-1234.5500
I,USD,STD,INDL,C,SPLK,2020-01-31,170616,-1566.7830
I,USD,STD,INDL,C,SPLK,2021-01-31,170616,-2470.0430
I,USD,STD,INDL,C,SPLK,2022-01-31,170616,-3809.7470
I,USD,STD,INDL,C,SPLK,2023-01-31,170616,-3793.0980
I,USD,STD,INDL,C,SPLK,2024-01-31,170616,-3524.2040
A,USD,STD,INDL,C,SRPT,2015-12-31,064857,-899.1660
A,USD,STD,INDL,C,SRPT,2016-12-31,064857,-1166.4400
A,USD,STD,INDL,C,SRPT,2017-12-31,064857,-1217.3870
A,USD,STD,INDL,C,SRPT,2018-12-31,064857,-1579.0250
A,USD,STD,INDL,C,SRPT,2019-12-31,064857,-2293.9510
A,USD,STD,INDL,C,SRPT,2020-12-31,064857,-2848.1260
A,USD,STD,INDL,C,SRPT,2021-12-31,064857,-3206.7680
A,USD,STD,INDL,C,SRPT,2022-12-31,064857,-3911.9000
A,USD,STD,INDL,C,SRPT,2023-12-31,064857,-4445.2950
A,USD,STD,INDL,C,SRPT,2024-12-31,064857,-4211.1920
A,USD,STD,INDL,C,SRPT,2025-12-31,064857,-4876.7120
A,USD,STD,INDL,C,STX,2015-06-30,150937,-2716.0000
A,USD,STD,INDL,C,STX,2016-06-30,150937,-4336.0000
A,USD,STD,INDL,C,STX,2017-06-30,150937,-4788.0000
A,USD,STD,INDL,C,STX,2018-06-30,150937,-4712.0000
A,USD,STD,INDL,C,STX,2019-06-30,150937,-4383.0000
A,USD,STD,INDL,C,STX,2020-06-30,150937,-4970.0000
A,USD,STD,INDL,C,STX,2021-06-30,150937,-6346.0000
A,USD,STD,INDL,C,STX,2022-06-30,150937,-7081.0000
A,USD,STD,INDL,C,STX,2023-06-30,150937,-8572.0000
A,USD,STD,INDL,C,STX,2024-06-30,150937,-8962.0000
A,USD,STD,INDL,C,STX,2025-06-30,150937,-8159.0000
A,USD,STD,INDL,C,SWKS,2015-09-30,001327,1461.0000
A,USD,STD,INDL,C,SWKS,2016-09-30,001327,2252.7000
A,USD,STD,INDL,C,SWKS,2017-09-30,001327,3051.1000
A,USD,STD,INDL,C,SWKS,2018-09-30,001327,3724.1000
A,USD,STD,INDL,C,SWKS,2019-09-30,001327,4304.7000
A,USD,STD,INDL,C,SWKS,2020-09-30,001327,4812.6000
A,USD,STD,INDL,C,SWKS,2021-09-30,001327,5177.9000
A,USD,STD,INDL,C,SWKS,2022-09-30,001327,5417.1000
A,USD,STD,INDL,C,SWKS,2023-09-30,001327,5870.4000
A,USD,STD,INDL,C,SWKS,2024-09-30,001327,6027.3000
A,USD,STD,INDL,C,SWKS,2025-09-30,001327,5651.8000
A,USD,STD,INDL,C,SYNA,2015-06-30,142814,600.9000
A,USD,STD,INDL,C,SYNA,2016-06-30,142814,668.6000
A,USD,STD,INDL,C,SYNA,2017-06-30,142814,715.6000
A,USD,STD,INDL,C,SYNA,2018-06-30,142814,607.9000
A,USD,STD,INDL,C,SYNA,2019-06-30,142814,583.5000
A,USD,STD,INDL,C,SYNA,2020-06-30,142814,701.4000
A,USD,STD,INDL,C,SYNA,2021-06-30,142814,781.0000
A,USD,STD,INDL,C,SYNA,2022-06-30,142814,1036.7000
A,USD,STD,INDL,C,SYNA,2023-06-30,142814,1112.1000
A,USD,STD,INDL,C,SYNA,2024-06-30,142814,1237.7000
A,USD,STD,INDL,C,SYNA,2025-06-30,142814,1189.9000
I,USD,STD,INDL,C,SYNH,2015-12-31,022039,-343.0150
I,USD,STD,INDL,C,SYNH,2016-12-31,022039,-272.2410
I,USD,STD,INDL,C,SYNH,2017-12-31,022039,-392.8540
I,USD,STD,INDL,C,SYNH,2018-12-31,022039,-547.5280
I,USD,STD,INDL,C,SYNH,2019-12-31,022039,-412.8560
I,USD,STD,INDL,C,SYNH,2020-12-31,022039,-220.6740
I,USD,STD,INDL,C,SYNH,2021-12-31,022039,-62.5710
I,USD,STD,INDL,C,SYNH,2022-12-31,022039,33.8200
A,USD,STD,INDL,C,TECH,2015-06-30,015414,683.2580
A,USD,STD,INDL,C,TECH,2016-06-30,015414,700.1480
A,USD,STD,INDL,C,TECH,2017-06-30,015414,750.0920
A,USD,STD,INDL,C,TECH,2018-06-30,015414,832.1170
A,USD,STD,INDL,C,TECH,2019-06-30,015414,848.4130
A,USD,STD,INDL,C,TECH,2020-06-30,015414,960.2710
A,USD,STD,INDL,C,TECH,2021-06-30,015414,1028.1700
A,USD,STD,INDL,C,TECH,2022-06-30,015414,1047.7210
A,USD,STD,INDL,C,TECH,2023-06-30,015414,1243.3970
A,USD,STD,INDL,C,TECH,2024-06-30,015414,1246.9310
A,USD,STD,INDL,C,TECH,2025-06-30,015414,1006.1690
A,USD,STD,INDL,C,TSM,2015-12-31,201395,27632.4390
A,USD,STD,INDL,C,TSM,2016-12-31,201395,32206.0060
A,USD,STD,INDL,C,TSM,2017-12-31,201395,39748.4380
A,USD,STD,INDL,C,TSM,2018-12-31,201395,43933.0860
A,USD,STD,INDL,C,TSM,2019-12-31,201395,43391.1720
A,USD,STD,INDL,C,TSM,2020-12-31,201395,53701.4310
A,USD,STD,INDL,C,TSM,2021-12-31,201395,65862.4720
A,USD,STD,INDL,C,TSM,2022-12-31,201395,83805.4460
A,USD,STD,INDL,C,TSM,2023-12-31,201395,101205.3140
A,USD,STD,INDL,C,TSM,2024-12-31,201395,119380.9860
A,USD,STD,INDL,C,TTMI,2015-12-31,139804,73.3980
A,USD,STD,INDL,C,TTMI,2016-12-31,139804,62.3070
A,USD,STD,INDL,C,TTMI,2017-12-31,139804,234.2530
A,USD,STD,INDL,C,TTMI,2018-12-31,139804,429.0880
A,USD,STD,INDL,C,TTMI,2019-12-31,139804,464.2230
A,USD,STD,INDL,C,TTMI,2020-12-31,139804,612.9310
A,USD,STD,INDL,C,TTMI,2021-12-31,139804,679.0030
A,USD,STD,INDL,C,TTMI,2022-12-31,139804,776.0510
A,USD,STD,INDL,C,TTMI,2023-12-31,139804,753.0560
A,USD,STD,INDL,C,TTMI,2024-12-31,139804,810.5400
A,USD,STD,INDL,C,TTMI,2025-12-31,139804,984.9400
A,USD,STD,INDL,C,TTWO,2015-03-31,064630,-189.3190
A,USD,STD,INDL,C,TTWO,2016-03-31,064630,-204.8930
A,USD,STD,INDL,C,TTWO,2017-03-31,064630,-146.8360
A,USD,STD,INDL,C,TTWO,2018-03-31,064630,57.7840
A,USD,STD,INDL,C,TTWO,2019-03-31,064630,840.4370
A,USD,STD,INDL,C,TTWO,2020-03-31,064630,1223.7090
A,USD,STD,INDL,C,TTWO,2021-03-31,064630,1862.3070
A,USD,STD,INDL,C,TTWO,2022-03-31,064630,2231.6480
A,USD,STD,INDL,C,TTWO,2023-03-31,064630,1051.0000
A,USD,STD,INDL,C,TTWO,2024-03-31,064630,-2685.0000
A,USD,STD,INDL,C,TTWO,2025-03-31,064630,-7155.7000
I,USD,STD,INDL,C,TWKS,2019-12-31,039482,17.1080
I,USD,STD,INDL,C,TWKS,2020-12-31,039482,104.8690
I,USD,STD,INDL,C,TWKS,2021-12-31,039482,-53.0710
I,USD,STD,INDL,C,TWKS,2022-12-31,039482,-162.7240
I,USD,STD,INDL,C,TWKS,2023-12-31,039482,-231.7460
A,USD,STD,INDL,C,TXN,2015-12-31,010499,30644.0000
A,USD,STD,INDL,C,TXN,2016-12-31,010499,32581.0000
A,USD,STD,INDL,C,TXN,2017-12-31,010499,34278.0000
A,USD,STD,INDL,C,TXN,2018-12-31,010499,37433.0000
A,USD,STD,INDL,C,TXN,2019-12-31,010499,39551.0000
A,USD,STD,INDL,C,TXN,2020-12-31,010499,41691.0000
A,USD,STD,INDL,C,TXN,2021-12-31,010499,45762.0000
A,USD,STD,INDL,C,TXN,2022-12-31,010499,50099.0000
A,USD,STD,INDL,C,TXN,2023-12-31,010499,52078.0000
A,USD,STD,INDL,C,TXN,2024-12-31,010499,52122.0000
A,USD,STD,INDL,C,TXN,2025-12-31,010499,52151.0000
A,USD,STD,INDL,C,U,2018-12-31,036898,-355.4770
A,USD,STD,INDL,C,U,2019-12-31,036898,-518.8220
A,USD,STD,INDL,C,U,2020-12-31,036898,-800.9160
A,USD,STD,INDL,C,U,2021-12-31,036898,-1335.4850
A,USD,STD,INDL,C,U,2022-12-31,036898,-2251.5100
A,USD,STD,INDL,C,U,2023-12-31,036898,-3076.8390
A,USD,STD,INDL,C,U,2024-12-31,036898,-3745.3690
A,USD,STD,INDL,C,U,2025-12-31,036898,-4140.8650
A,USD,STD,INDL,C,UCTT,2015-12-31,264416,27.9680
A,USD,STD,INDL,C,UCTT,2016-12-31,264416,37.6540
A,USD,STD,INDL,C,UCTT,2017-12-31,264416,114.9690
A,USD,STD,INDL,C,UCTT,2018-12-31,264416,149.1710
A,USD,STD,INDL,C,UCTT,2019-12-31,264416,139.0000
A,USD,STD,INDL,C,UCTT,2020-12-31,264416,223.0000
A,USD,STD,INDL,C,UCTT,2021-12-31,264416,337.2000
A,USD,STD,INDL,C,UCTT,2022-12-31,264416,372.4000
A,USD,STD,INDL,C,UCTT,2023-12-31,264416,342.3000
A,USD,STD,INDL,C,UCTT,2024-12-31,264416,360.1000
A,USD,STD,INDL,C,UCTT,2025-12-31,264416,180.6000
A,USD,STD,INDL,C,UTHR,2015-12-31,121440,1699.3520
A,USD,STD,INDL,C,UTHR,2016-12-31,121440,2416.7000
A,USD,STD,INDL,C,UTHR,2017-12-31,121440,2826.0000
A,USD,STD,INDL,C,UTHR,2018-12-31,121440,3426.9000
A,USD,STD,INDL,C,UTHR,2019-12-31,121440,3311.0000
A,USD,STD,INDL,C,UTHR,2020-12-31,121440,3825.0000
A,USD,STD,INDL,C,UTHR,2021-12-31,121440,4292.0000
A,USD,STD,INDL,C,UTHR,2022-12-31,121440,4986.8000
A,USD,STD,INDL,C,UTHR,2023-12-31,121440,6014.3000
A,USD,STD,INDL,C,UTHR,2024-12-31,121440,7218.8000
A,USD,STD,INDL,C,UTHR,2025-12-31,121440,8557.8000
A,USD,STD,INDL,C,VIR,2017-12-31,035638,-77.9520
A,USD,STD,INDL,C,VIR,2018-12-31,035638,-193.8500
A,USD,STD,INDL,C,VIR,2019-12-31,035638,-369.1200
A,USD,STD,INDL,C,VIR,2020-12-31,035638,-668.4620
A,USD,STD,INDL,C,VIR,2021-12-31,035638,-139.6990
A,USD,STD,INDL,C,VIR,2022-12-31,035638,368.1150
A,USD,STD,INDL,C,VIR,2023-12-31,035638,-238.6390
A,USD,STD,INDL,C,VIR,2024-12-31,035638,-761.5010
A,USD,STD,INDL,C,VIR,2025-12-31,035638,-1199.8280
A,USD,STD,INDL,C,VRT,2018-12-31,036175,
A,USD,STD,INDL,C,VRT,2019-12-31,036175,
A,USD,STD,INDL,C,VRT,2020-12-31,036175,-1279.7000
A,USD,STD,INDL,C,VRT,2021-12-31,036175,-1179.8000
A,USD,STD,INDL,C,VRT,2022-12-31,036175,-1188.8000
A,USD,STD,INDL,C,VRT,2023-12-31,036175,-696.4000
A,USD,STD,INDL,C,VRT,2024-12-31,036175,-387.1000
A,USD,STD,INDL,C,VRT,2025-12-31,036175,1046.1000
A,USD,STD,INDL,C,VRTX,2015-12-31,024344,-5259.9600
A,USD,STD,INDL,C,VRTX,2016-12-31,024344,-5352.6630
A,USD,STD,INDL,C,VRTX,2017-12-31,024344,-5131.2950
A,USD,STD,INDL,C,VRTX,2018-12-31,024344,-2988.8190
A,USD,STD,INDL,C,VRTX,2019-12-31,024344,-1854.9510
A,USD,STD,INDL,C,VRTX,2020-12-31,024344,790.1890
A,USD,STD,INDL,C,VRTX,2021-12-31,024344,3216.7000
A,USD,STD,INDL,C,VRTX,2022-12-31,024344,6523.6000
A,USD,STD,INDL,C,VRTX,2023-12-31,024344,10128.1000
A,USD,STD,INDL,C,VRTX,2024-12-31,024344,9734.6000
A,USD,STD,INDL,C,VRTX,2025-12-31,024344,13544.1000
A,USD,STD,INDL,C,VTRS,2015-12-31,007637,2697.8000
A,USD,STD,INDL,C,VTRS,2016-12-31,007637,2678.4000
A,USD,STD,INDL,C,VTRS,2017-12-31,007637,5283.3000
A,USD,STD,INDL,C,VTRS,2018-12-31,007637,4569.4000
A,USD,STD,INDL,C,VTRS,2019-12-31,007637,4233.9000
A,USD,STD,INDL,C,VTRS,2020-12-31,007637,4503.2000
A,USD,STD,INDL,C,VTRS,2021-12-31,007637,1944.5000
A,USD,STD,INDL,C,VTRS,2022-12-31,007637,2414.4000
A,USD,STD,INDL,C,VTRS,2023-12-31,007637,1892.3000
A,USD,STD,INDL,C,VTRS,2024-12-31,007637,205.9000
A,USD,STD,INDL,C,VTRS,2025-12-31,007637,-3095.3000
A,USD,STD,INDL,C,VYX,2015-12-31,007648,719.0000
A,USD,STD,INDL,C,VYX,2016-12-31,007648,662.0000
A,USD,STD,INDL,C,VYX,2017-12-31,007648,658.0000
A,USD,STD,INDL,C,VYX,2018-12-31,007648,360.0000
A,USD,STD,INDL,C,VYX,2019-12-31,007648,791.0000
A,USD,STD,INDL,C,VYX,2020-12-31,007648,679.0000
A,USD,STD,INDL,C,VYX,2021-12-31,007648,740.0000
A,USD,STD,INDL,C,VYX,2022-12-31,007648,775.0000
A,USD,STD,INDL,C,VYX,2023-12-31,007648,-850.0000
A,USD,STD,INDL,C,VYX,2024-12-31,007648,66.0000
A,USD,STD,INDL,C,VYX,2025-12-31,007648,120.0000
A,USD,STD,INDL,C,WDC,2015-06-30,011399,9087.0000
A,USD,STD,INDL,C,WDC,2016-06-30,011399,8951.0000
A,USD,STD,INDL,C,WDC,2017-06-30,011399,8575.0000
A,USD,STD,INDL,C,WDC,2018-06-30,011399,8718.0000
A,USD,STD,INDL,C,WDC,2019-06-30,011399,7381.0000
A,USD,STD,INDL,C,WDC,2020-06-30,011399,6568.0000
A,USD,STD,INDL,C,WDC,2021-06-30,011399,7342.0000
A,USD,STD,INDL,C,WDC,2022-06-30,011399,8485.0000
A,USD,STD,INDL,C,WDC,2023-06-30,011399,6908.0000
A,USD,STD,INDL,C,WDC,2024-06-30,011399,6063.0000
A,USD,STD,INDL,C,WDC,2025-06-30,011399,782.0000
A,USD,STD,INDL,C,WOLF,2015-06-30,027794,180.6710
A,USD,STD,INDL,C,WOLF,2016-06-30,027794,8.1150
A,USD,STD,INDL,C,WOLF,2017-06-30,027794,-196.8330
A,USD,STD,INDL,C,WOLF,2018-06-30,027794,-482.1140
A,USD,STD,INDL,C,WOLF,2019-06-30,027794,-838.0000
A,USD,STD,INDL,C,WOLF,2020-06-30,027794,-1023.2000
A,USD,STD,INDL,C,WOLF,2021-06-30,027794,-1560.4000
A,USD,STD,INDL,C,WOLF,2022-06-30,027794,-1789.3000
A,USD,STD,INDL,C,WOLF,2023-06-30,027794,-2089.3000
A,USD,STD,INDL,C,WOLF,2024-06-30,027794,-2940.0000
A,USD,STD,INDL,C,WOLF,2025-06-30,027794,-4541.4000
I,USD,STD,INDL,C,XLNX,2015-03-31,022325,1955.1290
I,USD,STD,INDL,C,XLNX,2016-03-31,022325,1860.4350
I,USD,STD,INDL,C,XLNX,2017-03-31,022325,1701.6310
I,USD,STD,INDL,C,XLNX,2018-03-31,022325,1449.0290
I,USD,STD,INDL,C,XLNX,2019-03-31,022325,1853.5590
I,USD,STD,INDL,C,XLNX,2020-03-31,022325,1167.5280
I,USD,STD,INDL,C,XLNX,2021-03-31,022325,1501.0090
I,USD,STD,INDL,C,ZNGA,2015-12-31,187576,-1348.7080
I,USD,STD,INDL,C,ZNGA,2016-12-31,187576,-1769.0500
I,USD,STD,INDL,C,ZNGA,2017-12-31,187576,-1785.2650
I,USD,STD,INDL,C,ZNGA,2018-12-31,187576,-1908.1030
I,USD,STD,INDL,C,ZNGA,2019-12-31,187576,-1923.2650
I,USD,STD,INDL,C,ZNGA,2020-12-31,187576,-2335.0000
I,USD,STD,INDL,C,ZNGA,2021-12-31,187576,-2513.1000
A,USD,STD,INDL,C,ZTS,2015-12-31,013721,254.0000
A,USD,STD,INDL,C,ZTS,2016-12-31,013721,879.0000
A,USD,STD,INDL,C,ZTS,2017-12-31,013721,1604.0000
A,USD,STD,INDL,C,ZTS,2018-12-31,013721,2641.0000
A,USD,STD,INDL,C,ZTS,2019-12-31,013721,3701.0000
A,USD,STD,INDL,C,ZTS,2020-12-31,013721,4929.0000
A,USD,STD,INDL,C,ZTS,2021-12-31,013721,6422.0000
A,USD,STD,INDL,C,ZTS,2022-12-31,013721,7851.0000
A,USD,STD,INDL,C,ZTS,2023-12-31,013721,9456.0000
A,USD,STD,INDL,C,ZTS,2024-12-31,013721,11028.0000
A,USD,STD,INDL,C,ZTS,2025-12-31,013721,12910.0000
