costat,curcd,datafmt,indfmt,consol,tic,datadate,gvkey,re
A,USD,STD,INDL,C,MSFT,2022-06-30,012141,79603.0000
A,USD,STD,INDL,C,MSFT,2023-06-30,012141,112505.0000
A,USD,STD,INDL,C,MSFT,2024-06-30,012141,167554.0000
A,USD,STD,INDL,C,MSFT,2025-06-30,012141,234384.0000
A,USD,STD,INDL,C,MU,2015-08-31,007343,5601.0000
A,USD,STD,INDL,C,MU,2016-08-31,007343,5264.0000
A,USD,STD,INDL,C,MU,2017-08-31,007343,10289.0000
A,USD,STD,INDL,C,MU,2018-08-31,007343,24405.0000
A,USD,STD,INDL,C,MU,2019-08-31,007343,30770.0000
A,USD,STD,INDL,C,MU,2020-08-31,007343,33455.0000
A,USD,STD,INDL,C,MU,2021-08-31,007343,39053.0000
A,USD,STD,INDL,C,MU,2022-08-31,007343,46714.0000
A,USD,STD,INDL,C,MU,2023-08-31,007343,40512.0000
A,USD,STD,INDL,C,MU,2024-08-31,007343,40743.0000
A,USD,STD,INDL,C,MU,2025-08-31,007343,48551.0000
I,USD,STD,INDL,C,MXIM,2015-06-30,014256,2261.8780
I,USD,STD,INDL,C,MXIM,2016-06-30,014256,2107.5300
I,USD,STD,INDL,C,MXIM,2017-06-30,014256,2202.4110
I,USD,STD,INDL,C,MXIM,2018-06-30,014256,1930.6610
I,USD,STD,INDL,C,MXIM,2019-06-30,014256,1845.0040
I,USD,STD,INDL,C,MXIM,2020-06-30,014256,1657.1910
I,USD,STD,INDL,C,MXIM,2021-06-30,014256,2357.6160
A,USD,STD,INDL,C,MXL,2015-12-31,184551,-122.0430
A,USD,STD,INDL,C,MXL,2016-12-31,184551,-61.4920
A,USD,STD,INDL,C,MXL,2017-12-31,184551,-68.0800
A,USD,STD,INDL,C,MXL,2018-12-31,184551,-93.3580
A,USD,STD,INDL,C,MXL,2019-12-31,184551,-114.6830
A,USD,STD,INDL,C,MXL,2020-12-31,184551,-210.9540
A,USD,STD,INDL,C,MXL,2021-12-31,184551,-168.2950
A,USD,STD,INDL,C,MXL,2022-12-31,184551,-46.4010
A,USD,STD,INDL,C,MXL,2023-12-31,184551,-122.3180
A,USD,STD,INDL,C,MXL,2024-12-31,184551,-370.5480
A,USD,STD,INDL,C,MXL,2025-12-31,184551,-499.3760
I,USD,STD,INDL,C,NATI,2015-12-31,031607,362.7410
I,USD,STD,INDL,C,NATI,2016-12-31,031607,341.5810
I,USD,STD,INDL,C,NATI,2017-12-31,031607,296.7320
I,USD,STD,INDL,C,NATI,2018-12-31,031607,339.4870
I,USD,STD,INDL,C,NATI,2019-12-31,031607,221.4670
I,USD,STD,INDL,C,NATI,2020-12-31,031607,190.2750
I,USD,STD,INDL,C,NATI,2021-12-31,031607,92.7270
I,USD,STD,INDL,C,NATI,2022-12-31,031607,-52.6060
A,USD,STD,INDL,C,NBIX,2015-12-31,062921,-916.2110
A,USD,STD,INDL,C,NBIX,2016-12-31,062921,-1056.6420
A,USD,STD,INDL,C,NBIX,2017-12-31,062921,-1200.7160
A,USD,STD,INDL,C,NBIX,2018-12-31,062921,-1179.6870
A,USD,STD,INDL,C,NBIX,2019-12-31,062921,-1131.2870
A,USD,STD,INDL,C,NBIX,2020-12-31,062921,-723.6000
A,USD,STD,INDL,C,NBIX,2021-12-31,062921,-637.5000
A,USD,STD,INDL,C,NBIX,2022-12-31,062921,-414.7000
A,USD,STD,INDL,C,NBIX,2023-12-31,062921,-150.1000
A,USD,STD,INDL,C,NBIX,2024-12-31,062921,35.0000
A,USD,STD,INDL,C,NBIX,2025-12-31,062921,460.8000
A,USD,STD,INDL,C,NKTR,2023-12-31,030137,-3477.1690
A,USD,STD,INDL,C,NKTR,2015-12-31,030137,-1869.6560
A,USD,STD,INDL,C,NKTR,2016-12-31,030137,-2023.3730
A,USD,STD,INDL,C,NKTR,2017-12-31,030137,-2120.0520
A,USD,STD,INDL,C,NKTR,2018-12-31,030137,-1430.3670
A,USD,STD,INDL,C,NKTR,2019-12-31,030137,-1865.7230
A,USD,STD,INDL,C,NKTR,2020-12-31,030137,-2311.4530
A,USD,STD,INDL,C,NKTR,2021-12-31,030137,-2837.1520
A,USD,STD,INDL,C,NKTR,2022-12-31,030137,-3208.1000
A,USD,STD,INDL,C,NKTR,2024-12-31,030137,-3596.1490
A,USD,STD,INDL,C,NKTR,2025-12-31,030137,-3760.2690
A,USD,STD,INDL,C,NOW,2015-12-31,171007,-573.8910
A,USD,STD,INDL,C,NOW,2016-12-31,171007,-1018.5230
A,USD,STD,INDL,C,NOW,2017-12-31,171007,-1147.4090
A,USD,STD,INDL,C,NOW,2018-12-31,171007,-982.8150
A,USD,STD,INDL,C,NOW,2019-12-31,171007,-326.9890
A,USD,STD,INDL,C,NOW,2020-12-31,171007,-139.5120
A,USD,STD,INDL,C,NOW,2021-12-31,171007,30.0000
A,USD,STD,INDL,C,NOW,2022-12-31,171007,236.0000
A,USD,STD,INDL,C,NOW,2023-12-31,171007,2032.0000
A,USD,STD,INDL,C,NOW,2024-12-31,171007,3426.0000
A,USD,STD,INDL,C,NOW,2025-12-31,171007,5261.0000
A,USD,STD,INDL,C,NTAP,2015-04-30,061591,29.5000
A,USD,STD,INDL,C,NTAP,2016-04-30,061591,-31.0000
A,USD,STD,INDL,C,NTAP,2017-04-30,061591,11.0000
A,USD,STD,INDL,C,NTAP,2018-04-30,061591,-288.0000
A,USD,STD,INDL,C,NTAP,2019-04-30,061591,-43.0000
A,USD,STD,INDL,C,NTAP,2020-04-30,061591,-42.0000
A,USD,STD,INDL,C,NTAP,2021-04-30,061591,181.0000
A,USD,STD,INDL,C,NTAP,2022-04-30,061591,78.0000
A,USD,STD,INDL,C,NTAP,2023-04-30,061591,214.0000
A,USD,STD,INDL,C,NTAP,2024-04-30,061591,149.0000
A,USD,STD,INDL,C,NTAP,2025-04-30,061591,-66.0000
I,USD,STD,INDL,C,NUAN,2015-09-30,061685,-867.3340
I,USD,STD,INDL,C,NUAN,2016-09-30,061685,-545.1650
I,USD,STD,INDL,C,NUAN,2017-09-30,061685,-681.3690
I,USD,STD,INDL,C,NUAN,2018-09-30,061685,-863.7000
I,USD,STD,INDL,C,NUAN,2019-09-30,061685,-426.3850
I,USD,STD,INDL,C,NUAN,2020-09-30,061685,-390.1340
I,USD,STD,INDL,C,NUAN,2021-09-30,061685,-403.5910
A,USD,STD,INDL,C,NVAX,2015-12-31,061655,-659.1540
A,USD,STD,INDL,C,NVAX,2016-12-31,061655,-941.8100
A,USD,STD,INDL,C,NVAX,2017-12-31,061655,-1122.9760
A,USD,STD,INDL,C,NVAX,2018-12-31,061655,-1310.2980
A,USD,STD,INDL,C,NVAX,2019-12-31,061655,-1444.3090
A,USD,STD,INDL,C,NVAX,2020-12-31,061655,-1867.1750
A,USD,STD,INDL,C,NVAX,2021-12-31,061655,-3619.3030
A,USD,STD,INDL,C,NVAX,2022-12-31,061655,-4282.2660
A,USD,STD,INDL,C,NVAX,2023-12-31,061655,-4818.2290
A,USD,STD,INDL,C,NVAX,2024-12-31,061655,-5031.0090
A,USD,STD,INDL,C,NVAX,2025-12-31,061655,-4566.1380
A,USD,STD,INDL,C,NVDA,2015-01-31,117768,3956.7210
A,USD,STD,INDL,C,NVDA,2016-01-31,117768,4346.0000
A,USD,STD,INDL,C,NVDA,2017-01-31,117768,6092.0000
A,USD,STD,INDL,C,NVDA,2018-01-31,117768,8769.0000
A,USD,STD,INDL,C,NVDA,2019-01-31,117768,12553.0000
A,USD,STD,INDL,C,NVDA,2020-01-31,117768,14972.0000
A,USD,STD,INDL,C,NVDA,2021-01-31,117768,18927.0000
A,USD,STD,INDL,C,NVDA,2022-01-31,117768,16224.0000
A,USD,STD,INDL,C,NVDA,2023-01-31,117768,10128.0000
A,USD,STD,INDL,C,NVDA,2024-01-31,117768,29844.0000
A,USD,STD,INDL,C,NVDA,2025-01-31,117768,68066.0000
A,USD,STD,INDL,C,NVO,2015-12-31,008020,6760.3280
A,USD,STD,INDL,C,NVO,2016-12-31,008020,6353.4960
A,USD,STD,INDL,C,NVO,2017-12-31,008020,7964.4130
A,USD,STD,INDL,C,NVO,2018-12-31,008020,7877.3380
A,USD,STD,INDL,C,NVO,2019-12-31,008020,8578.5870
A,USD,STD,INDL,C,NVO,2020-12-31,008020,10168.3360
A,USD,STD,INDL,C,NVO,2021-12-31,008020,10751.6080
A,USD,STD,INDL,C,NVO,2022-12-31,008020,11930.6070
A,USD,STD,INDL,C,NVO,2023-12-31,008020,15737.1230
A,USD,STD,INDL,C,NVO,2024-12-31,008020,19856.9880
A,USD,STD,INDL,C,NVO,2025-12-31,008020,30436.5420
A,USD,STD,INDL,C,NXPI,2015-12-31,184725,-3361.0000
A,USD,STD,INDL,C,NXPI,2016-12-31,184725,-3900.0000
A,USD,STD,INDL,C,NXPI,2017-12-31,184725,-2162.0000
A,USD,STD,INDL,C,NXPI,2018-12-31,184725,-1784.0000
A,USD,STD,INDL,C,NXPI,2019-12-31,184725,-2770.0000
A,USD,STD,INDL,C,NXPI,2020-12-31,184725,-4211.0000
A,USD,STD,INDL,C,NXPI,2021-12-31,184725,-5323.0000
A,USD,STD,INDL,C,NXPI,2022-12-31,184725,-3899.0000
A,USD,STD,INDL,C,NXPI,2023-12-31,184725,-2703.0000
A,USD,STD,INDL,C,NXPI,2024-12-31,184725,-1831.0000
A,USD,STD,INDL,C,NXPI,2025-12-31,184725,-1141.0000
A,USD,STD,INDL,C,OGN,2019-12-31,038821,
A,USD,STD,INDL,C,OGN,2020-12-31,038821,
A,USD,STD,INDL,C,OGN,2021-12-31,038821,-1511.0000
A,USD,STD,INDL,C,OGN,2022-12-31,038821,-895.0000
A,USD,STD,INDL,C,OGN,2023-12-31,038821,-98.0000
A,USD,STD,INDL,C,OGN,2024-12-31,038821,361.0000
A,USD,STD,INDL,C,OGN,2025-12-31,038821,582.0000
A,USD,STD,INDL,C,ON,2015-12-31,134932,-751.7000
A,USD,STD,INDL,C,ON,2016-12-31,134932,-577.5000
A,USD,STD,INDL,C,ON,2017-12-31,134932,310.9000
A,USD,STD,INDL,C,ON,2018-12-31,134932,941.7000
A,USD,STD,INDL,C,ON,2019-12-31,134932,1137.0000
A,USD,STD,INDL,C,ON,2020-12-31,134932,1367.9000
A,USD,STD,INDL,C,ON,2021-12-31,134932,2394.5000
A,USD,STD,INDL,C,ON,2022-12-31,134932,4341.2000
A,USD,STD,INDL,C,ON,2023-12-31,134932,6502.9000
A,USD,STD,INDL,C,ON,2024-12-31,134932,8058.5000
A,USD,STD,INDL,C,ON,2025-12-31,134932,8186.4000
A,USD,STD,INDL,C,ONC,2015-12-31,026376,-120.0040
A,USD,STD,INDL,C,ONC,2016-12-31,026376,-238.3580
A,USD,STD,INDL,C,ONC,2017-12-31,026376,-330.9970
A,USD,STD,INDL,C,ONC,2018-12-31,026376,-1005.6890
A,USD,STD,INDL,C,ONC,2019-12-31,026376,-1963.8440
A,USD,STD,INDL,C,ONC,2020-12-31,026376,-3545.8070
A,USD,STD,INDL,C,ONC,2021-12-31,026376,-4948.1530
A,USD,STD,INDL,C,ONC,2022-12-31,026376,-7157.7590
A,USD,STD,INDL,C,ONC,2023-12-31,026376,-8061.4960
A,USD,STD,INDL,C,ONC,2024-12-31,026376,-8755.8240
A,USD,STD,INDL,C,ONC,2025-12-31,026376,-8398.0870
A,USD,STD,INDL,C,ORCL,2015-05-31,012142,25507.0000
A,USD,STD,INDL,C,ORCL,2016-05-31,012142,23072.0000
A,USD,STD,INDL,C,ORCL,2017-05-31,012142,26795.0000
A,USD,STD,INDL,C,ORCL,2018-05-31,012142,16776.0000
A,USD,STD,INDL,C,ORCL,2019-05-31,012142,-5124.0000
A,USD,STD,INDL,C,ORCL,2020-05-31,012142,-14412.0000
A,USD,STD,INDL,C,ORCL,2021-05-31,012142,-21295.0000
A,USD,STD,INDL,C,ORCL,2022-05-31,012142,-33028.0000
A,USD,STD,INDL,C,ORCL,2023-05-31,012142,-29142.0000
A,USD,STD,INDL,C,ORCL,2024-05-31,012142,-24060.0000
A,USD,STD,INDL,C,ORCL,2025-05-31,012142,-16656.0000
A,USD,STD,INDL,C,P,2015-01-31,025756,-341.5830
A,USD,STD,INDL,C,P,2016-01-31,025756,-555.3350
A,USD,STD,INDL,C,P,2017-01-31,025756,-803.0420
A,USD,STD,INDL,C,P,2018-01-31,025756,-981.9990
A,USD,STD,INDL,C,P,2019-01-31,025756,-1082.2870
A,USD,STD,INDL,C,P,2020-01-31,025756,-1277.4870
A,USD,STD,INDL,C,P,2021-01-31,025756,-1557.6020
A,USD,STD,INDL,C,P,2022-01-31,025756,-1716.6360
A,USD,STD,INDL,C,P,2023-01-31,025756,-1552.5660
A,USD,STD,INDL,C,P,2024-01-31,025756,-1479.5330
A,USD,STD,INDL,C,P,2025-01-31,025756,-1368.0580
A,USD,STD,INDL,C,PATH,2019-01-31,038646,
A,USD,STD,INDL,C,PATH,2020-01-31,038646,-871.7410
A,USD,STD,INDL,C,PATH,2021-01-31,038646,-982.8810
A,USD,STD,INDL,C,PATH,2022-01-31,038646,-1485.0470
A,USD,STD,INDL,C,PATH,2023-01-31,038646,-1816.6860
A,USD,STD,INDL,C,PATH,2024-01-31,038646,-1905.3560
A,USD,STD,INDL,C,PATH,2025-01-31,038646,-1992.7650
A,USD,STD,INDL,C,PBH,2015-03-31,162335,203.9930
A,USD,STD,INDL,C,PBH,2016-03-31,162335,303.7870
A,USD,STD,INDL,C,PBH,2017-03-31,162335,370.3550
A,USD,STD,INDL,C,PBH,2018-03-31,162335,716.9620
A,USD,STD,INDL,C,PBH,2019-03-31,162335,676.0730
A,USD,STD,INDL,C,PBH,2020-03-31,162335,799.9400
A,USD,STD,INDL,C,PBH,2021-03-31,162335,988.9820
A,USD,STD,INDL,C,PBH,2022-03-31,162335,1195.1320
A,USD,STD,INDL,C,PBH,2023-03-31,162335,1100.2940
A,USD,STD,INDL,C,PBH,2024-03-31,162335,1306.7020
A,USD,STD,INDL,C,PBH,2025-03-31,162335,1518.1430
A,USD,STD,INDL,C,PEGA,2015-12-31,063290,176.6760
A,USD,STD,INDL,C,PEGA,2016-12-31,063290,191.2200
A,USD,STD,INDL,C,PEGA,2017-12-31,063290,218.2000
A,USD,STD,INDL,C,PEGA,2018-12-31,063290,497.5410
A,USD,STD,INDL,C,PEGA,2019-12-31,063290,397.6910
A,USD,STD,INDL,C,PEGA,2020-12-31,063290,336.9310
A,USD,STD,INDL,C,PEGA,2021-12-31,063290,269.4610
A,USD,STD,INDL,C,PEGA,2022-12-31,063290,-99.5830
A,USD,STD,INDL,C,PEGA,2023-12-31,063290,-26.5840
A,USD,STD,INDL,C,PEGA,2024-12-31,063290,57.6560
A,USD,STD,INDL,C,PEGA,2025-12-31,063290,454.7520
A,USD,STD,INDL,C,PENG,2015-08-31,031494,-133.1800
A,USD,STD,INDL,C,PENG,2016-08-31,031494,-146.9370
A,USD,STD,INDL,C,PENG,2017-08-31,031494,-150.4190
A,USD,STD,INDL,C,PENG,2018-08-31,031494,-63.7410
A,USD,STD,INDL,C,PENG,2019-08-31,031494,-13.2460
A,USD,STD,INDL,C,PENG,2020-08-31,031494,-64.7640
A,USD,STD,INDL,C,PENG,2021-08-31,031494,-36.8280
A,USD,STD,INDL,C,PENG,2022-08-31,031494,29.6890
A,USD,STD,INDL,C,PENG,2023-08-31,031494,-123.5070
A,USD,STD,INDL,C,PENG,2024-08-31,031494,29.9950
A,USD,STD,INDL,C,PENG,2025-08-31,031494,46.7270
A,USD,STD,INDL,C,PFE,2015-12-31,008530,62471.0000
A,USD,STD,INDL,C,PFE,2016-12-31,008530,60738.0000
A,USD,STD,INDL,C,PFE,2017-12-31,008530,75970.0000
A,USD,STD,INDL,C,PFE,2018-12-31,008530,78279.0000
A,USD,STD,INDL,C,PFE,2019-12-31,008530,86030.0000
A,USD,STD,INDL,C,PFE,2020-12-31,008530,85082.0000
A,USD,STD,INDL,C,PFE,2021-12-31,008530,97498.0000
A,USD,STD,INDL,C,PFE,2022-12-31,008530,117352.0000
A,USD,STD,INDL,C,PFE,2023-12-31,008530,110392.0000
A,USD,STD,INDL,C,PFE,2024-12-31,008530,108883.0000
A,USD,STD,INDL,C,PFE,2025-12-31,008530,106541.0000
I,USD,STD,INDL,C,PFPT,2015-12-31,170335,-380.7250
I,USD,STD,INDL,C,PFPT,2016-12-31,170335,-469.1150
I,USD,STD,INDL,C,PFPT,2017-12-31,170335,-554.4530
I,USD,STD,INDL,C,PFPT,2018-12-31,170335,-595.4250
I,USD,STD,INDL,C,PFPT,2019-12-31,170335,-725.5930
I,USD,STD,INDL,C,PFPT,2020-12-31,170335,-889.4030
A,USD,STD,INDL,C,PLXS,2015-09-30,012945,854.2460
A,USD,STD,INDL,C,PLXS,2016-09-30,012945,925.6050
A,USD,STD,INDL,C,PLXS,2017-09-30,012945,1044.2270
A,USD,STD,INDL,C,PLXS,2018-09-30,012945,1050.2670
A,USD,STD,INDL,C,PLXS,2019-09-30,012945,1160.8930
A,USD,STD,INDL,C,PLXS,2020-09-30,012945,1290.0200
A,USD,STD,INDL,C,PLXS,2021-09-30,012945,1431.0070
A,USD,STD,INDL,C,PLXS,2022-09-30,012945,1536.2060
A,USD,STD,INDL,C,PLXS,2023-09-30,012945,1686.9980
A,USD,STD,INDL,C,PLXS,2024-09-30,012945,1833.7570
A,USD,STD,INDL,C,PLXS,2025-09-30,012945,2013.8390
I,USD,STD,INDL,C,PPD,2015-12-31,036049,
I,USD,STD,INDL,C,PPD,2016-12-31,036049,
I,USD,STD,INDL,C,PPD,2017-12-31,036049,-1516.4920
I,USD,STD,INDL,C,PPD,2018-12-31,036049,-1557.9680
I,USD,STD,INDL,C,PPD,2019-12-31,036049,-2690.2250
I,USD,STD,INDL,C,PPD,2020-12-31,036049,-2556.6530
I,USD,STD,INDL,C,PRAH,2015-12-31,021739,-126.2270
I,USD,STD,INDL,C,PRAH,2016-12-31,021739,-150.4310
I,USD,STD,INDL,C,PRAH,2017-12-31,021739,24.7120
I,USD,STD,INDL,C,PRAH,2018-12-31,021739,83.8410
I,USD,STD,INDL,C,PRAH,2019-12-31,021739,83.1740
I,USD,STD,INDL,C,PRAH,2020-12-31,021739,341.5120
A,USD,STD,INDL,C,PRGO,2015-06-30,024782,2040.7000
A,USD,STD,INDL,C,PRGO,2016-12-31,024782,-2176.9000
A,USD,STD,INDL,C,PRGO,2017-12-31,024782,-1722.4000
A,USD,STD,INDL,C,PRGO,2018-12-31,024782,-1753.7000
A,USD,STD,INDL,C,PRGO,2019-12-31,024782,-1556.1000
A,USD,STD,INDL,C,PRGO,2020-12-31,024782,-1463.1000
A,USD,STD,INDL,C,PRGO,2021-12-31,024782,-1891.5000
A,USD,STD,INDL,C,PRGO,2022-12-31,024782,-2094.6000
A,USD,STD,INDL,C,PRGO,2023-12-31,024782,-2069.6000
A,USD,STD,INDL,C,PRGO,2024-12-31,024782,-2414.5000
A,USD,STD,INDL,C,PRGO,2025-12-31,024782,-3672.7000
I,USD,STD,INDL,C,PRXL,2015-06-30,061600,626.9970
I,USD,STD,INDL,C,PRXL,2016-06-30,061600,601.5000
I,USD,STD,INDL,C,PRXL,2017-06-30,061600,612.0000
A,USD,STD,INDL,C,PTC,2015-09-30,018699,-694.3560
A,USD,STD,INDL,C,PTC,2016-09-30,018699,-757.0320
A,USD,STD,INDL,C,PTC,2017-09-30,018699,-724.7470
A,USD,STD,INDL,C,PTC,2018-09-30,018699,-684.9940
A,USD,STD,INDL,C,PTC,2019-09-30,018699,-302.1000
A,USD,STD,INDL,C,PTC,2020-09-30,018699,-165.6410
A,USD,STD,INDL,C,PTC,2021-09-30,018699,318.7920
A,USD,STD,INDL,C,PTC,2022-09-30,018699,574.2790
A,USD,STD,INDL,C,PTC,2023-09-30,018699,855.1970
A,USD,STD,INDL,C,PTC,2024-09-30,018699,1247.8890
A,USD,STD,INDL,C,PTC,2025-09-30,018699,2002.4440
A,USD,STD,INDL,C,PTCT,2015-12-31,174134,-594.1980
A,USD,STD,INDL,C,PTCT,2016-12-31,174134,-736.5930
A,USD,STD,INDL,C,PTCT,2017-12-31,174134,-810.1390
A,USD,STD,INDL,C,PTCT,2018-12-31,174134,-937.4610
A,USD,STD,INDL,C,PTCT,2019-12-31,174134,-1201.0830
A,USD,STD,INDL,C,PTCT,2020-12-31,174134,-1689.8340
A,USD,STD,INDL,C,PTCT,2021-12-31,174134,-2122.2390
A,USD,STD,INDL,C,PTCT,2022-12-31,174134,-2652.1780
A,USD,STD,INDL,C,PTCT,2023-12-31,174134,-3284.8630
A,USD,STD,INDL,C,PTCT,2024-12-31,174134,-3672.7590
A,USD,STD,INDL,C,PTCT,2025-12-31,174134,-2953.7280
A,USD,STD,INDL,C,Q,2022-12-31,074813,
A,USD,STD,INDL,C,Q,2023-12-31,074813,
A,USD,STD,INDL,C,Q,2024-12-31,074813,
A,USD,STD,INDL,C,Q,2025-12-31,074813,-195.0000
A,USD,STD,INDL,C,QCOM,2015-09-30,024800,31421.0000
A,USD,STD,INDL,C,QCOM,2016-09-30,024800,31364.0000
A,USD,STD,INDL,C,QCOM,2017-09-30,024800,30472.0000
A,USD,STD,INDL,C,QCOM,2018-09-30,024800,928.0000
A,USD,STD,INDL,C,QCOM,2019-09-30,024800,4566.0000
A,USD,STD,INDL,C,QCOM,2020-09-30,024800,5491.0000
A,USD,STD,INDL,C,QCOM,2021-09-30,024800,9950.0000
A,USD,STD,INDL,C,QCOM,2022-09-30,024800,17818.0000
A,USD,STD,INDL,C,QCOM,2023-09-30,024800,21091.0000
A,USD,STD,INDL,C,QCOM,2024-09-30,024800,26274.0000
A,USD,STD,INDL,C,QCOM,2025-09-30,024800,21206.0000
A,USD,STD,INDL,C,QRVO,2015-03-31,064853,-411.0870
A,USD,STD,INDL,C,QRVO,2016-03-31,064853,-442.9410
A,USD,STD,INDL,C,QRVO,2017-03-31,064853,-460.6720
A,USD,STD,INDL,C,QRVO,2018-03-31,064853,-461.5210
A,USD,STD,INDL,C,QRVO,2019-03-31,064853,-327.7760
A,USD,STD,INDL,C,QRVO,2020-03-31,064853,2.2880
A,USD,STD,INDL,C,QRVO,2021-03-31,064853,384.6850
A,USD,STD,INDL,C,QRVO,2022-03-31,064853,517.3690
A,USD,STD,INDL,C,QRVO,2023-03-31,064853,81.3200
A,USD,STD,INDL,C,QRVO,2024-03-31,064853,-94.6950
A,USD,STD,INDL,C,QRVO,2025-03-31,064853,-38.9960
A,USD,STD,INDL,C,REGN,2015-12-31,023812,861.2720
A,USD,STD,INDL,C,REGN,2016-12-31,023812,1735.3820
A,USD,STD,INDL,C,REGN,2017-12-31,023812,2947.3730
A,USD,STD,INDL,C,REGN,2018-12-31,023812,5242.0000
A,USD,STD,INDL,C,REGN,2019-12-31,023812,7400.9000
A,USD,STD,INDL,C,REGN,2020-12-31,023812,10922.3000
A,USD,STD,INDL,C,REGN,2021-12-31,023812,18942.1000
A,USD,STD,INDL,C,REGN,2022-12-31,023812,23067.9000
A,USD,STD,INDL,C,REGN,2023-12-31,023812,27179.4000
A,USD,STD,INDL,C,REGN,2024-12-31,023812,31665.0000
A,USD,STD,INDL,C,REGN,2025-12-31,023812,35874.6000
I,USD,STD,INDL,C,RHT,2015-02-28,122841,839.7520
I,USD,STD,INDL,C,RHT,2016-02-29,122841,1025.2890
I,USD,STD,INDL,C,RHT,2017-02-28,122841,1264.6390
I,USD,STD,INDL,C,RHT,2018-02-28,122841,1579.1980
I,USD,STD,INDL,C,RHT,2019-02-28,122841,2011.4470
A,USD,STD,INDL,C,RPRX,2016-12-31,036474,
A,USD,STD,INDL,C,RPRX,2017-12-31,036474,
A,USD,STD,INDL,C,RPRX,2018-12-31,036474,1205.6980
A,USD,STD,INDL,C,RPRX,2019-12-31,036474,2823.0390
A,USD,STD,INDL,C,RPRX,2020-12-31,036474,1952.7130
A,USD,STD,INDL,C,RPRX,2021-12-31,036474,2268.9550
A,USD,STD,INDL,C,RPRX,2022-12-31,036474,1961.8830
A,USD,STD,INDL,C,RPRX,2023-12-31,036474,2514.9540
A,USD,STD,INDL,C,RPRX,2024-12-31,036474,2842.9910
A,USD,STD,INDL,C,RPRX,2025-12-31,036474,2353.7060
I,USD,STD,INDL,C,SAGE,2015-12-31,020943,-161.3400
I,USD,STD,INDL,C,SAGE,2016-12-31,020943,-320.4290
I,USD,STD,INDL,C,SAGE,2017-12-31,020943,-590.4760
I,USD,STD,INDL,C,SAGE,2018-12-31,020943,-963.8440
I,USD,STD,INDL,C,SAGE,2019-12-31,020943,-1642.2720
I,USD,STD,INDL,C,SAGE,2020-12-31,020943,-1037.0790
I,USD,STD,INDL,C,SAGE,2021-12-31,020943,-1498.0460
I,USD,STD,INDL,C,SAGE,2022-12-31,020943,-2038.3760
I,USD,STD,INDL,C,SAGE,2023-12-31,020943,-2570.4730
I,USD,STD,INDL,C,SAGE,2024-12-31,020943,-2970.0810
A,USD,STD,INDL,C,SANM,2015-09-30,028139,-4240.5580
A,USD,STD,INDL,C,SANM,2016-09-30,028139,-4053.9100
A,USD,STD,INDL,C,SANM,2017-09-30,028139,-3903.6640
A,USD,STD,INDL,C,SANM,2018-09-30,028139,-3958.7780
A,USD,STD,INDL,C,SANM,2019-09-30,028139,-3820.8180
A,USD,STD,INDL,C,SANM,2020-09-30,028139,-3688.4780
A,USD,STD,INDL,C,SANM,2021-09-30,028139,-3413.6760
A,USD,STD,INDL,C,SANM,2022-09-30,028139,-3183.6530
A,USD,STD,INDL,C,SANM,2023-09-30,028139,-2859.1290
A,USD,STD,INDL,C,SANM,2024-09-30,028139,-2640.7310
A,USD,STD,INDL,C,SANM,2025-09-30,028139,-2391.9590
A,USD,STD,INDL,C,SAP,2015-12-31,103487,24545.6840
A,USD,STD,INDL,C,SAP,2016-12-31,103487,27062.7140
A,USD,STD,INDL,C,SAP,2017-12-31,103487,30416.8630
A,USD,STD,INDL,C,SAP,2018-12-31,103487,32791.0120
A,USD,STD,INDL,C,SAP,2019-12-31,103487,34286.0470
A,USD,STD,INDL,C,SAP,2020-12-31,103487,37385.0480
A,USD,STD,INDL,C,SAP,2021-12-31,103487,44104.3540
A,USD,STD,INDL,C,SAP,2022-12-31,103487,42981.6060
A,USD,STD,INDL,C,SAP,2023-12-31,103487,49546.0010
A,USD,STD,INDL,C,SAP,2024-12-31,103487,49281.9150
A,USD,STD,INDL,C,SAP,2025-12-31,103487,55802.6600
A,USD,STD,INDL,C,SEDG,2015-06-30,023119,-120.2120
A,USD,STD,INDL,C,SEDG,2016-06-30,023119,-43.1100
A,USD,STD,INDL,C,SEDG,2017-12-31,023119,65.5610
A,USD,STD,INDL,C,SEDG,2018-12-31,023119,190.6090
A,USD,STD,INDL,C,SEDG,2019-12-31,023119,335.8730
A,USD,STD,INDL,C,SEDG,2020-12-31,023119,481.8610
A,USD,STD,INDL,C,SEDG,2021-12-31,023119,622.7390
A,USD,STD,INDL,C,SEDG,2022-12-31,023119,670.7280
A,USD,STD,INDL,C,SEDG,2023-12-31,023119,731.2810
A,USD,STD,INDL,C,SEDG,2024-12-31,023119,-1104.6680
A,USD,STD,INDL,C,SEDG,2025-12-31,023119,-1445.3020
I,USD,STD,INDL,C,SGEN,2015-12-31,141460,-927.6120
I,USD,STD,INDL,C,SGEN,2016-12-31,141460,-1067.1030
I,USD,STD,INDL,C,SGEN,2017-12-31,141460,-1128.7340
I,USD,STD,INDL,C,SGEN,2018-12-31,141460,-1324.6280
I,USD,STD,INDL,C,SGEN,2019-12-31,141460,-1483.0090
I,USD,STD,INDL,C,SGEN,2020-12-31,141460,-869.0030
I,USD,STD,INDL,C,SGEN,2021-12-31,141460,-1542.8600
I,USD,STD,INDL,C,SGEN,2022-12-31,141460,-2150.8370
