execid,year,gvkey,exec_fullname,co_per_rol,bonus,eip_unearn_val,option_awards_blk_value,opt_unex_exer_est_val,opt_unex_unexer_est_val,salary,shrown_excl_opts,stock_awards_fv,tdc1
44939,2025,012141,Satya Nadella,47866,0,211381.841,,0,0,2500,900.572,84245.496,96496.79
44948,2015,013721,Kristin C. Peck,47875,0,330.648,,0,3158.457,625.5,23.566,866.622,2620.679
44948,2016,013721,Kristin C. Peck,47875,0,855.035,,2199.234,2527.425,636.375,36.334,899.958,2674.683
44948,2017,013721,Kristin C. Peck,47875,300,0,,6914.394,2733.871,655,48.316,933.252,3066.603
44948,2018,013721,Kristin C. Peck,47875,0,971.564,,8167.657,3056.84,675,46.165,999.93,3038.924
44948,2019,013721,Kristin C. Peck,47875,0,3690.448,,15927.553,4906.615,690,40.658,1349.964,3330.164
44948,2020,013721,Kristin C. Peck,47875,0,8755.943,,21497.878,5084.265,1100,34.706,5684.84,10374.312
44948,2021,013721,Kristin C. Peck,47875,0,19426.741,,29062.711,13914.976,1200,40.52,6929.797,13098.491
44948,2022,013721,Kristin C. Peck,47875,0,6783.214,,13434.981,140.782,1200,57.639,8399.841,14003.54
44948,2023,013721,Kristin C. Peck,47875,0,9640.538,,18089.2,4614.941,1200,80.16,8774.86,15237.853
44948,2024,013721,Kristin C. Peck,47875,0,7963.529,,10972.768,38.498,1300,95.006,9562.347,17206.76
44952,2015,013721,Juan Ramn Alaix,47879,0,1424.23,,0,11861.84,1115,55.916,3733.253,8682.187
44952,2016,013721,Juan Ramn Alaix,47879,0,3856.675,,7854.474,10451.909,1150,96.726,4199.957,9466.626
44952,2017,013721,Juan Ramn Alaix,47879,0,0,,25978.774,12716.401,1190,96.711,4866.579,10528.769
44952,2018,013721,Juan Ramn Alaix,47879,0,5145.488,,23366.942,15033.06,1200,96.712,5399.942,11669.4
44952,2019,013721,Juan Ramn Alaix,47879,0,19771.238,,26472.249,25965.482,1200,96.708,15322.769,21145.419
44952,2020,013721,Juan Ramn Alaix,47879,0,0,,0,0,300,214.999,0,504.681
44956,2015,015414,Charles R. Kummeth,47883,0,1095.873,,2807.299,1324.832,625,44.377,2100.024,3436.744
44956,2016,015414,Charles R. Kummeth,47883,0,1874.685,,5262.222,1517.061,800,61.03,3954.41,7468.114
44956,2017,015414,Charles R. Kummeth,47883,0,4965.786,,8627.202,1960.095,880,70.278,5324.866,9076.889
44956,2018,015414,Charles R. Kummeth,47883,0,9402.666,,18328.749,6548.506,911,92.176,7099.854,11439.635
44956,2019,015414,Charles R. Kummeth,47883,0,13278.959,,51877.04,13997.167,957,136.056,8000.166,13011.008
44956,2020,015414,Charles R. Kummeth,47883,0,14562.404,,86185.674,17611.896,1053,161.687,6471.401,11483.782
44956,2021,015414,Charles R. Kummeth,47883,0,21030.3,,217240.668,25716.319,1116,196.801,7899.824,15889.896
44956,2022,015414,Charles R. Kummeth,47883,0,13114.085,,155919.775,22668.555,1183,240.403,7724.568,15370.55
44956,2023,015414,Charles R. Kummeth,47883,0,6822.635,,114887.404,3392.979,1184.2,1278.269,29325.21,30584.644
44956,2024,015414,Charles R. Kummeth,47883,0,2297.386,,63589.197,179.225,1184.2,1282.246,0,1792.917
45376,2015,002403,"Giovanni Caforio, M.D.",48343,0,17781.333,,3143.935,0,1290.323,110.648,10443.9,15640.437
45376,2016,002403,"Giovanni Caforio, M.D.",48343,0,20714.151,,0,0,1513.077,172.418,11823.808,16933.858
45376,2017,002403,"Giovanni Caforio, M.D.",48343,0,24750.25,,0,0,1587.5,290.267,12650.528,18687.123
45376,2018,002403,"Giovanni Caforio, M.D.",48343,0,23054.013,,0,0,1637.5,365.199,13011.542,19379.755
45376,2019,002403,"Giovanni Caforio, M.D.",48343,0,36363.583,,0,0,1650,458.424,12545.753,18767.252
45376,2020,002403,"Giovanni Caforio, M.D.",48343,0,67511.157,,0,0,1687.115,528.98,13457.248,20150.902
45376,2021,002403,"Giovanni Caforio, M.D.",48343,0,89783.626,,0,0,1700,581.104,13965.988,19784.805
45376,2022,002403,"Giovanni Caforio, M.D.",48343,0,85654.721,,0,0,1700,367.935,14289.505,20053.032
45376,2023,002403,"Giovanni Caforio, M.D.",48343,0,11539.021,,0,0,1754.808,432.266,0,5195.864
45625,2015,139804,Thomas T. Edman,48623,0,1953.639,,0,0,643.077,83.997,919.534,2818.117
45625,2016,139804,Thomas T. Edman,48623,0,5718.208,,0,0,650,172.204,847.139,2443.61
45625,2017,139804,Thomas T. Edman,48623,0,6904.077,,0,0,671.923,311.327,1089.864,2615.703
45625,2018,139804,Thomas T. Edman,48623,0,3626.061,,0,0,689.231,462.683,863.218,2035.978
45625,2019,139804,Thomas T. Edman,48623,0,3030.252,,0,0,711.539,489.898,677.017,1956.142
45625,2020,139804,Thomas T. Edman,48623,0,3086.807,,0,0,752.885,556.366,861.985,2610.139
45625,2021,139804,Thomas T. Edman,48623,0,3599.263,,0,0,762.5,590.897,1017.226,2595.084
45625,2022,139804,Thomas T. Edman,48623,0,4662.178,,0,0,824,622.115,1064.521,4003.765
45625,2023,139804,Thomas T. Edman,48623,0,2720.648,,0,0,852,669.749,666.234,2554.41
45625,2024,139804,Thomas T. Edman,48623,0,8074.48,,0,0,907.5,732.069,1892.392,4012.941
45673,2015,183377,Ken Xie,48674,0,3506.625,,4262.197,14.903,425,12767.127,2778.2,3638.585
45673,2016,183377,Ken Xie,48674,0,1807.2,,2843.6,377.4,437.75,12460.375,953.2,2213.445
45673,2017,183377,Ken Xie,48674,0,918.189,,5428.83,1290.47,450.882,12508.811,1862,3960.438
45673,2018,183377,Ken Xie,48674,0,0,,7000.051,6887.349,625,12525.19,2453,6761.686
45673,2019,183377,Ken Xie,48674,0,0,,14981.83,11759.125,750,12534.189,4139.334,9629.923
45673,2020,183377,Ken Xie,48674,0,0,,36552.698,15562.806,793.083,12559.057,4704.899,10650.714
45673,2021,183377,Ken Xie,48674,0,0,,154292.066,51125.396,797,12581.76,6235.385,14203.211
45673,2022,183377,Ken Xie,48674,0,0,,97293.196,9925.743,797,63303.269,5978.827,14200.453
45673,2023,183377,Ken Xie,48674,0,4689.892,,126691.182,4745.628,622,63642.973,15081.692,16301.613
45673,2024,183377,Ken Xie,48674,0,14460.069,,153199.268,4088.895,597,60193.745,11939.796,13143.289
45833,2017,187450,Badrinarayanan Kothandaraman,64394,0,0,,0,2220,287.596,80.677,0,292.011
45833,2018,187450,Badrinarayanan Kothandaraman,64394,0,0,,2499.998,4360.002,450,316.49,2052.45,2717.674
45833,2019,187450,Badrinarayanan Kothandaraman,64394,0,0,,23255.081,19140.85,450,822.489,2844.403,3886.852
45833,2020,187450,Badrinarayanan Kothandaraman,64394,0,0,,243492.975,47172.199,450,870.83,4677.9,5238.605
45833,2021,187450,Badrinarayanan Kothandaraman,64394,0,0,,282392.896,0,450,968.302,0,708.162
45833,2022,187450,Badrinarayanan Kothandaraman,64394,0,12718.08,,246441.802,0,450,1119.233,15611.2,16627.977
45833,2023,187450,Badrinarayanan Kothandaraman,64394,0,3594.208,,72969.811,0,450,1584.696,13041.288,13764.15
45833,2024,187450,Badrinarayanan Kothandaraman,64394,0,6469.656,,0,0,450,1611.632,12156.58,12630.005
45957,2015,031607,Eric Howard Starkloff,48995,0,0,,0,0,331.25,8.139,808,1267.42
45957,2016,031607,Eric Howard Starkloff,48995,0,0,,0,0,356.25,9.831,699.75,1214.146
45957,2017,031607,Eric Howard Starkloff,48995,1,0,,0,0,400,10.594,855.75,1464.749
45957,2018,031607,Eric Howard Starkloff,48995,0,0,,0,0,437.5,21.178,2156.673,2842.329
45957,2019,031607,Eric Howard Starkloff,48995,0,605.938,,0,0,551.25,36.899,1737.863,2445.874
45957,2020,031607,Eric Howard Starkloff,48995,0,5145.198,,0,0,629.271,83.818,10414.68,11465.634
45957,2021,031607,Eric Howard Starkloff,48995,0,7333.591,,0,0,735,137.265,6659.513,8190.384
45957,2022,031607,Eric Howard Starkloff,48995,0,5608.32,,0,0,735,407.78,7266.432,8398.504
46535,2015,061591,George Kurian,49667,44.99,4054.26,,0,0,786.538,60.246,8196.615,9514.322
46535,2016,061591,George Kurian,49667,0,10390.888,,445.652,156.127,875,31.598,6179.678,9005.241
46535,2017,061591,George Kurian,49667,0,17416.16,,5553.139,200.933,925,137.439,9611.646,12859.367
46535,2018,061591,George Kurian,49667,0,13441.435,,5830.608,0,925,206.801,10065.244,13164.969
46535,2019,061591,George Kurian,49667,0,9150.25,,1154.544,0,950,285.501,8531.207,9491.209
46535,2020,061591,George Kurian,49667,0,28344.854,,0,0,968.269,168.826,19410.08,22989.412
46535,2021,061591,George Kurian,49667,0,28289.15,,0,0,991.346,167.825,15745.686,18883.551
46535,2022,061591,George Kurian,49667,0,23094.528,,0,0,1000,283.05,9908.566,11364.543
46535,2023,061591,George Kurian,49667,0,56457.733,,0,0,1000,322.774,10957.609,14315.794
46535,2024,061591,George Kurian,49667,0,28985.508,,0,0,1000,296.805,14568.454,17243.342
46758,2015,024800,Cristiano Renno Amon,49909,0,12367.004,,268.744,0,523.09,1.01,3620.06,4565.455
46758,2016,024800,Cristiano Renno Amon,49909,750,,,,,679.338,3.022,,
46758,2017,024800,Cristiano Renno Amon,49909,0,6591.205,,229.763,0,750.006,36.999,6675.108,8749.741
46758,2018,024800,Cristiano Renno Amon,49909,0,20398.177,,1783.141,0,916.964,50.886,11000.11,13624.899
46758,2019,024800,Cristiano Renno Amon,49909,0,20800.141,,0,0,1111.577,50.434,12200.138,13424.905
46758,2020,024800,Cristiano Renno Amon,49909,0,12956.364,,0,0,1000.022,50.753,10000.248,14610.151
46758,2021,024800,Cristiano Renno Amon,49909,0,31244.513,,0,0,1032.902,119.672,16000.168,20638.924
46758,2022,024800,Cristiano Renno Amon,49909,0,25404.454,,0,0,1150,212.531,0,4754.113
46758,2023,024800,Cristiano Renno Amon,49909,0,14716.626,,0,0,1346.154,273.067,21110.241,23490.335
46758,2024,024800,Cristiano Renno Amon,49909,0,43488.971,,0,0,1350,299.116,20000.084,25931.574
46758,2025,024800,Cristiano Renno Amon,49909,0,47678.699,,0,0,1350,217.483,0,5539.054
46801,2015,175955,"Valentin P. Gapontsev, Ph.D.",49957,0,0,,0,0,687.981,235.931,0,1413.416
46801,2016,175955,"Valentin P. Gapontsev, Ph.D.",49957,0,0,,0,0,735.4,235.931,0,1481.397
46801,2017,175955,"Valentin P. Gapontsev, Ph.D.",49957,0,0,,0,0,832,235.931,0,2284.683
46801,2018,175955,"Valentin P. Gapontsev, Ph.D.",49957,0,0,,0,0,930,189.931,0,1622.735
46801,2019,175955,"Valentin P. Gapontsev, Ph.D.",49957,0,0,,0,0,930,383.638,0,1251.984
46801,2020,175955,"Valentin P. Gapontsev, Ph.D.",49957,0,0,,0,0,930,298.638,0,1943.9
46801,2021,175955,"Valentin P. Gapontsev, Ph.D.",49957,0,0,,0,0,846.154,0,0,3254.034
46804,2015,175955,"Eugene A. Scherbakov, Ph.D.",49960,0,653.186,,2403.092,1014.145,450.449,1.167,823.772,2160.949
46804,2016,175955,"Eugene A. Scherbakov, Ph.D.",49960,0,1472.555,,1934.95,1026.083,510.677,3.11,643.031,1774.672
46804,2017,175955,"Eugene A. Scherbakov, Ph.D.",49960,0,4293.65,,1196.53,6959.111,510,6.477,899.514,2541.88
46804,2018,175955,"Eugene A. Scherbakov, Ph.D.",49960,0,9300.626,,1057.32,352.967,673.694,11.45,2095.549,4068.936
46804,2019,175955,"Eugene A. Scherbakov, Ph.D.",49960,0,4635.412,,2215.442,610.276,616.73,18.929,2152.254,3878.067
46804,2020,175955,"Eugene A. Scherbakov, Ph.D.",49960,0,8220.254,,5835.781,1195.85,627.819,21.783,2441.338,3668.315
46804,2021,175955,"Eugene A. Scherbakov, Ph.D.",49960,0,8488.568,,3742.292,154.546,803.2,24.881,4406.457,7284.851
46804,2022,175955,"Eugene A. Scherbakov, Ph.D.",49960,0,6951.428,,498.406,0,785.174,32.889,0,1635.799
46804,2023,175955,"Eugene A. Scherbakov, Ph.D.",49960,0,3784.572,,760.117,0,864.89,27.258,4416.887,5725.552
46804,2024,175955,"Eugene A. Scherbakov, Ph.D.",49960,0,1259.511,,0,0,315.202,55.8,4994.479,6099.458
47415,2015,013421,"Anirudh Devgan, Ph.D.",50653,0,0,,1066.84,694.76,375,358.409,686.4,1891.594
47415,2016,013421,"Anirudh Devgan, Ph.D.",50653,0,0,,1185.175,1208.875,400,313.381,2339.42,3742.672
47415,2017,013421,"Anirudh Devgan, Ph.D.",50653,0,0,,5320.968,2797.332,434.231,363.324,3554.15,5030.936
47415,2018,013421,"Anirudh Devgan, Ph.D.",50653,0,0,,4900.332,1699.773,500,494.747,1979.99,4355.982
47415,2019,013421,"Anirudh Devgan, Ph.D.",50653,0,0,,14126.092,3626.264,550,395.473,6528.009,9306.519
47415,2020,013421,"Anirudh Devgan, Ph.D.",50653,0,0,,18717.608,10460.307,561.539,271.213,2640.035,5543.89
47415,2021,013421,"Anirudh Devgan, Ph.D.",50653,0,33543,,26784.382,11302.844,604.808,224.604,2499.956,21735.794
47415,2022,013421,"Anirudh Devgan, Ph.D.",50653,0,86698.693,,26529.016,4324.922,725,148.178,25318.495,32216.034
47415,2023,013421,"Anirudh Devgan, Ph.D.",50653,0,133109.398,,38438.24,14831.42,750,67.812,7702.791,17341.862
47415,2024,013421,"Anirudh Devgan, Ph.D.",50653,0,122950.636,,88129.875,19486.233,750,220.285,8686.096,19292.503
47489,2015,027845,William J. Meury,50743,0,4965,,25684.322,5828.642,594.231,26.741,0,6365.837
47489,2016,027845,William J. Meury,50743,0,3336.639,,14285.261,830.717,742.38,38.025,0,1686.051
47489,2017,027845,William J. Meury,50743,0,0,,8965.951,0,873.973,4.672,7162.717,11083.005
47489,2018,027845,William J. Meury,50743,0,3542.792,,3057.429,0,900,4.023,676.926,3710.957
47489,2019,027845,William J. Meury,50743,0,5067.152,,5957.371,0,938.461,33.49,607.473,3714.4
47802,2023,007637,"Scott Andrew Smith, Ph.D.",72278,0,8491.164,,0,0,1023.077,85.35,11200.008,15930.409
47802,2024,007637,"Scott Andrew Smith, Ph.D.",72278,0,16864.521,,0,0,1400,232.807,9800.021,14759.379
47802,2015,013599,"Scott Andrew Smith, Ph.D.",51093,0,464.07,,11844.158,2739.026,641.667,34.307,2072.789,4783.245
47802,2016,013599,"Scott Andrew Smith, Ph.D.",51093,0,1665.411,,12687.006,1681.559,691.667,39.345,2386.838,6463.797
47802,2017,013599,"Scott Andrew Smith, Ph.D.",51093,0,2759.069,,0,0,833,52.339,2658.278,6662.199
47849,2024,023119,Yehoshua Nir,74438,0,1450.889,,0,0,276.926,,3021.768,3340.042
47849,2015,061513,Yehoshua Nir,51147,0,0,,19.342,295.544,429.808,9.48,739.8,1805.586
48040,2015,020228,John R. Chiminski,51367,500,1149.266,,12474,564.668,935.921,63.513,425.015,4911.394
48040,2016,020228,John R. Chiminski,51367,0,2098.412,,3449.411,77.434,975,186.507,764.803,5531.787
48040,2017,020228,John R. Chiminski,51367,0,5719.405,,7929.374,2361.493,975,539.235,900.072,6326.615
48040,2018,020228,John R. Chiminski,51367,0,13212.609,,5585.473,3904.697,1017.61,273.485,2306.42,8526.869
48040,2019,020228,John R. Chiminski,51367,0,20456.361,,1059.582,4547.547,1025,515.256,4147.771,8514.987
48040,2020,020228,John R. Chiminski,51367,0,22547.593,,8274.098,10385.508,963.915,510.771,4620.211,9166.195
48040,2021,020228,John R. Chiminski,51367,0,32246.033,,0,14840.253,1052.569,157.782,6689.674,12581.139
48040,2022,020228,John R. Chiminski,51367,0,16958.686,,2230.948,7194.55,1075,155.66,6510.335,12407.517
48040,2023,020228,John R. Chiminski,51367,0,0,,0,0,700,262.86,4000.069,4807.767
48100,2015,030137,Howard W. Robin,51446,0,1137.375,,19596.869,2459.711,892.62,13.889999,2507.724,4445.988
48100,2016,030137,Howard W. Robin,51446,0,674.85,,5792.937,69.187,920,69.674997,2139.215,4764.143
48100,2017,030137,Howard W. Robin,51446,0,3613.06,,20401.331,17588.069,940.7,117.884994,11157.217,18097.411
48100,2018,030137,Howard W. Robin,51446,0,2249.952,,42045.733,3323.767,968.921,244.754988,7807.334,13330.667
48100,2019,030137,Howard W. Robin,51446,0,3509.455,,14697.004,642.469,1017.4,212.849989,6153.818,9939.25
48100,2020,030137,Howard W. Robin,51446,0,5202,,7510.54,0,1053,255.404987,6998.31,11241.139
48100,2021,030137,Howard W. Robin,51446,0,6385.503,,835.25,64.887,1053,266.819987,7355.04,11153.616
48100,2022,030137,Howard W. Robin,51446,0,1644.433,,0,0,1084.59,384.719981,6737.043,11275.943
48100,2023,030137,Howard W. Robin,51446,0,366.696,,0,84.5,1084.59,632.969968,463.58,3135.576
48100,2024,030137,Howard W. Robin,51446,0,216.412,,0,0,1084.59,974.204951,961.519,3762.693
48198,2015,001891,Mark D. Benjamin,51550,0,730.252,,1697.53,480.853,450,38.888,1395.177,2630.949
48198,2016,001891,Mark D. Benjamin,51550,0,770.64,,2234.075,865.749,525,46.604,1236.816,2591.75
48198,2016,007648,Mark D. Benjamin,54147,215.625,9904.062,,0,0,129.808,,8500.01,8896.387
48198,2017,007648,Mark D. Benjamin,54147,0,0,,0,0,750,36.842,3499.997,4276.771
48291,2025,001327,Philip Gordon Brace,74985,0,9542.513,,0,0,571.154,17.249,22608.588,24536.606
48291,2024,141178,Philip Gordon Brace,74586,0,0,,0,0,203.077,105.585,0,252.51
48291,2015,150937,Philip Gordon Brace,51657,0,3129.75,,0,0,392.316,9.93,3588.65,5026.496
48291,2016,150937,Philip Gordon Brace,51657,0,2692.634,,0,0,610.017,29.109,2935.78,4286.189
48291,2017,150937,Philip Gordon Brace,51657,0,8369.11,,0,429.787,600.018,43.023,3893.419,6252.46
48585,2015,004199,Revathi Advaithi,51994,0,623.179,,497.205,0,609.012,63.591,1611.431,3605.335
48585,2016,004199,Revathi Advaithi,51994,0,3437.692,,748.958,560.201,700.001,44.767,3127.457,5330.597
48585,2017,004199,Revathi Advaithi,51994,0,0,,0,0,742.56,41.489,1672.536,4034.172
48585,2018,004199,Revathi Advaithi,51994,0,4725.387,,1084.683,218.84,772.263,9.78,1706.335,3873.754
48585,2018,030170,Revathi Advaithi,73132,3000,0,,0,0,165.865,,1999.995,5518.765
48585,2019,030170,Revathi Advaithi,73132,0,3273.438,,0,0,1150,93.683,8566.406,10812.931
48585,2020,030170,Revathi Advaithi,73132,0,26949.684,,0,0,862.5,241.919,8970.982,11897.878
48585,2021,030170,Revathi Advaithi,73132,0,26861.2,,0,0,1281.25,789.356,10484.149,14375.624
48585,2022,030170,Revathi Advaithi,73132,0,17400.123,,0,0,1325,1343.471,11020.718,15597.911
48585,2023,030170,Revathi Advaithi,73132,0,22103.981,,0,0,1325,1595.198,6132.966,9861.921
48585,2024,030170,Revathi Advaithi,73132,0,33508.948,,0,0,1326.183,1074.138,0,4988.413
48608,2015,005606,Antonio Fabio Neri,52018,1500,0,,1461.705,0,725.028,4.936,1999.993,6583.267
48608,2015,026156,Antonio Fabio Neri,52200,1500,0,,95.356,0,725.028,4.936,1999.993,6583.267
48608,2016,026156,Antonio Fabio Neri,52200,0,0,,2587.822,2362.97,725.028,187.835,9819.796,12412.937
48608,2017,026156,Antonio Fabio Neri,52200,0,0,,3877.091,5874.401,753.152,385.863,5149.14,5953.699
48608,2018,026156,Antonio Fabio Neri,52200,0,4940.741,,12473.84,106.124,950,169.052,9202.54,12621.288
48608,2019,026156,Antonio Fabio Neri,52200,0,8628.571,,7824.016,0,1100,278.535,10254.482,13665.382
48608,2020,026156,Antonio Fabio Neri,52200,0,4682.111,,658.297,0,1077.083,667.067,10811.086,13451.026
48608,2021,026156,Antonio Fabio Neri,52200,0,10493.237,,3273.196,0,1225,832.518,13118.823,19036.324
48608,2022,026156,Antonio Fabio Neri,52200,0,10157.514,,2365.769,0,1275,1385.291,0,3979.655
48608,2023,026156,Antonio Fabio Neri,52200,0,0,,259.821,0,1300,2023.641,0,4488.746
48608,2024,026156,Antonio Fabio Neri,52200,0,0,,0,0,1300,2085.726,8136.478,11865.595
48608,2025,026156,Antonio Fabio Neri,52200,0,29082.023,,0,0,1350,2101.761,19628.955,23469.026
49137,2015,012215,Hassane S. El-Khoury,52613,1.5,2275.92,,38.559,0,270.65,235.797,4275.12,4565.516
49137,2016,012215,Hassane S. El-Khoury,52613,1.5,1670.24,,57.608,0,401.964,342.074,3572.16,4187.025
49137,2017,012215,Hassane S. El-Khoury,52613,0.5,3615.842,,62.955,0,650,300.349,4852.323,6429.446
49137,2018,012215,Hassane S. El-Khoury,52613,0.5,4455.659,,28.165,0,676.923,512.65,5385.541,7017.882
49137,2019,012215,Hassane S. El-Khoury,52613,1125.333,7514.986,,0,0,726.923,0,8714.981,10571.859
49137,2020,134932,Hassane S. El-Khoury,68274,0,7493.403,,0,0,36.538,,7578.939,7866.313
49137,2021,134932,Hassane S. El-Khoury,68274,285,27399.471,,0,0,950,85.854,9413.592,12825.562
49137,2022,134932,Hassane S. El-Khoury,68274,0,10913.658,,0,0,984.615,338.991,12557.026,16519.702
49137,2023,134932,Hassane S. El-Khoury,68274,0,9788.889,,0,0,1130.769,465.926,17733.531,19965.513
49137,2024,134932,Hassane S. El-Khoury,68274,0,12746.799,,0,0,1200,616.79,29889.669,31131.178
50453,2016,006266,Joaquin Duato,54114,0,3621.741,,15409.353,6837.085,875,69.106,6396.966,10767.252
50453,2017,006266,Joaquin Duato,54114,0,0,,0,0,897.254,94.157,11483.016,16030.261
50453,2018,006266,Joaquin Duato,54114,0,3388.437,,22490.089,5069.53,934.046,115.353,3644.986,8573.995
50453,2019,006266,Joaquin Duato,54114,0,3223.99,,36273.175,6990.602,969.615,177.162,4622.787,9950.302
50453,2020,006266,Joaquin Duato,54114,0,7242.313,,48507.218,6552.479,1021.538,196.791,6798.093,11879.003
50453,2021,006266,Joaquin Duato,54114,0,10866.366,,63006.355,7703.495,1030,245.977,7001.281,12929.525
50453,2022,006266,Joaquin Duato,54114,0,0,,63282.215,5824.665,1490.962,316.393,5940.829,13099.487
50453,2023,006266,Joaquin Duato,54114,0,10286.533,,31274.531,0,1584.615,364.185,11004.52,22006.617
50453,2024,006266,Joaquin Duato,54114,0,14189.226,,17576.248,0,1600,407.782,10787.159,21608.36
50453,2025,006266,Joaquin Duato,54114,0,44756.308,,52079.141,19476.216,1600,356.297,15028.948,27456.874
50499,2016,008530,"Albert Bourla, D.V.M., Ph.D.",54169,0,3365.188,,1616.724,584.259,1117.5,146.43,936.941,6847.333
50499,2017,008530,"Albert Bourla, D.V.M., Ph.D.",54169,0,0,,2094.28,2496.639,1170,156.563,1651.093,6068.632
50499,2018,008530,"Albert Bourla, D.V.M., Ph.D.",54169,0,9497.28,,4144.823,10336.383,1400,283.345,2592.079,9854.557
50499,2019,008530,"Albert Bourla, D.V.M., Ph.D.",54169,0,11634.658,,4016.902,3080.117,1600,212.498,4290.956,16202.515
50499,2020,008530,"Albert Bourla, D.V.M., Ph.D.",54169,0,16695.63,,8621.84,9428.406,1650,124.931,4897.817,19665.79
50499,2021,008530,"Albert Bourla, D.V.M., Ph.D.",54169,0,32375.132,,24447.231,67383.133,1687.5,192.033,6180.808,24303.318
50499,2022,008530,"Albert Bourla, D.V.M., Ph.D.",54169,0,31092.279,,16848.307,41620.997,1737.5,313.34,9296.191,30543.706
50499,2023,008530,"Albert Bourla, D.V.M., Ph.D.",54169,0,17856.307,,185.127,0,1787.5,332.489,8745.187,21553.624
50499,2024,008530,"Albert Bourla, D.V.M., Ph.D.",54169,0,19913.497,,0,0,1800,372.946,4838.694,24648.727
50499,2025,008530,"Albert Bourla, D.V.M., Ph.D.",54169,0,27392.939,,0,0,1800,394.674,9442.705,27581.287
51055,2015,022039,Alistair John Macdonald,54802,0,0,,0,4825.149,461.28,0,349.004,1451.54
51055,2016,022039,Alistair John Macdonald,54802,0,385.716,,1426.439,3687.09,583.262,2.527,2463.606,4372.758
51055,2017,022039,Alistair John Macdonald,54802,0,0,,1894.723,55.306,852.703,8.889,4249.97,5870.074
51055,2018,022039,Alistair John Macdonald,54802,0,3518.244,,1594.572,0,1017.045,85.459,6071.508,7573.682
51055,2019,022039,Alistair John Macdonald,54802,0,6954.352,,2919.07,168.842,1000.913,90.325,5833.08,7596.359
51055,2020,022039,Alistair John Macdonald,54802,636,5712.632,,1512.745,0,909.255,88.727,6096.25,7776.953
51055,2021,022039,Alistair John Macdonald,54802,0,11059.149,,0,0,1114.884,128.548,7111.804,8364.51
51055,2022,022039,Alistair John Macdonald,54802,0,0,,0,0,565.204,167.593,7266.101,7900.61
51061,2016,023084,Paul J. Tufano,54808,193.846,0,,0,0,321.745,4.643,1699.977,2340.728
51061,2017,023084,Paul J. Tufano,54808,0,1668.158,,0,0,1000,23.608,1800.005,4282.281
51061,2018,023084,Paul J. Tufano,54808,0,2386.88,,0,0,1000,94.044,3300.022,5113.072
51061,2019,023084,Paul J. Tufano,54808,0,3805.026,,0,0,1123.077,119.327,3110.658,4257.442
51186,2016,062263,David R. Brennan,54954,0,0,,0,0,230.769,1.968,112.726,551.78
51186,2017,062263,David R. Brennan,54954,0,0,,0,0,1523.077,2.303,245.529,2167.741
51599,2015,184551,"Kishore Seendripu, Ph.D.",55434,0,0,,5113.22,1585.555,400.013,4058.465,1885.27,2299.434
51599,2016,184551,"Kishore Seendripu, Ph.D.",55434,0,0,,11617.343,1190.096,464.747,7719.745,2854.213,3333.945
51599,2017,184551,"Kishore Seendripu, Ph.D.",55434,0,0,,16572.675,226.564,492.299,3874.599,2802.171,3307.981
51599,2018,184551,"Kishore Seendripu, Ph.D.",55434,0,0,,8668.53,0,538.189,4047.247,3549.922,4104.632
51599,2019,184551,"Kishore Seendripu, Ph.D.",55434,0,0,,3928.417,0,550.69,4056.099,4194.182,4761.38
51599,2020,184551,"Kishore Seendripu, Ph.D.",55434,0,0,,3053.456,0,589.152,3897.793,4985.28,5590.381
51599,2021,184551,"Kishore Seendripu, Ph.D.",55434,0,0,,0,0,620.832,3806.669,5573.22,6212.011
51599,2022,184551,"Kishore Seendripu, Ph.D.",55434,0,0,,0,0,700.69,3821.431,7986.169,8702.666
51599,2023,184551,"Kishore Seendripu, Ph.D.",55434,0,0,,0,0,700.69,4142.299,6234.046,6935.229
51599,2024,184551,"Kishore Seendripu, Ph.D.",55434,0,0,,0,0,731.29,4273.191,14959.428,26387.151
51776,2016,015855,Gregory Scott Clark,55633,0,29504.035,,27000.511,65572.729,666.667,2536.832,0,1789.937
51776,2017,015855,Gregory Scott Clark,55633,0,77669.918,,54683.315,15396.667,1000,1750.751,15982.645,17347.581
51776,2018,015855,Gregory Scott Clark,55633,0,1952.276,,59597.306,0,1000,2360.016,1500,4421.038
51776,2019,015855,Gregory Scott Clark,55633,0,0,,0,0,132.925,2360.016,0,313.741
51778,2023,014960,Thomas H. Pike,71822,0,0,,0,0,528.846,,4129.232,4669.318
51778,2015,017928,Thomas H. Pike,55635,0,0,,28627.541,18239.725,1040,38.58,625.016,5259.379
51778,2016,017928,Thomas H. Pike,55635,0,0,,2384.282,0,1055.091,0,7000.017,20612.27
51778,2023,043026,Thomas H. Pike,72023,0,0,,0,6697.899,1078.846,47.827,4128.946,16320.393
51778,2024,043026,Thomas H. Pike,72023,0,0,,0,0,1108.461,159.868,0,1119.906
51831,2015,023119,Zvi Lando,55693,0,0,,9787.199,2368.806,190.26,0,0,293.763
51831,2016,023119,Zvi Lando,55693,0,0,,4999.958,1054.216,158.355,6.583,735.324,1534.053
51831,2017,023119,Zvi Lando,55693,0,0,,7088.715,1561.417,343.763,18.085,530.01,1503.791
51831,2018,023119,Zvi Lando,55693,0,0,,5200.875,642.221,340.926,32.459,436.966,1478.552
