execid,year,gvkey,exec_fullname,co_per_rol,bonus,eip_unearn_val,option_awards_blk_value,opt_unex_exer_est_val,opt_unex_unexer_est_val,salary,shrown_excl_opts,stock_awards_fv,tdc1
33918,2023,023084,Jeffrey W. Benck,63770,0,6004.707,,0,0,973.077,263.464,4000,5837.439
33918,2024,023084,Jeffrey W. Benck,63770,0,8404.221,,0,0,1004.615,282.188,4200,6544.395
34151,2015,139662,"James M. Chirico, Jr.",46567,0,112.5,,0,0,675,,825,6657.696
34210,2015,027928,Sasan K. Goodarzi,35937,0,19314.871,,8881.603,1847.117,650,16.702,5925.247,9302.55
34210,2016,027928,Sasan K. Goodarzi,35937,0,21424.954,,11417.523,909.926,725,0,6375.08,10228.586
34210,2017,027928,Sasan K. Goodarzi,35937,0,22186.994,,20992.966,2869.442,750,0,9999.822,13393.308
34210,2018,027928,Sasan K. Goodarzi,35937,0,35638.45,,37376.107,6930.349,750,37.837,8249.827,12644.81
34210,2019,027928,Sasan K. Goodarzi,35937,0,42524.379,,56432.579,6163.73,910.769,62.537,11198.32,17506.677
34210,2020,027928,Sasan K. Goodarzi,35937,0,33707.134,,52189.209,3717.929,1038.462,91.948,13025.683,15574.145
34210,2021,027928,Sasan K. Goodarzi,35937,0,74443.827,,54739.725,22789.168,1000,112.789,15981.685,19179.185
34210,2022,027928,Sasan K. Goodarzi,35937,0,50256.249,,50872.12,7847.022,1100,60.208,17489.821,27174.857
34210,2023,027928,Sasan K. Goodarzi,35937,0,37881.662,,70066.268,6161.443,1100,79.514,17840.333,27305.429
34210,2024,027928,Sasan K. Goodarzi,35937,0,50976.223,,78012.715,11944.308,1200,94.245,24247.389,36572.36
34210,2025,027928,Sasan K. Goodarzi,35937,0,57292.507,,62610.409,15791.96,1300,51.348,24285.384,36845.552
35475,2015,013421,Lip-Bu Tan,37395,0,0,,29711.745,4320.155,650,1478.523,2145,5929.493
35475,2016,013421,Lip-Bu Tan,37395,0,0,,30400.601,6259.399,650,1635.912,3221.42,7610.736
35475,2017,013421,Lip-Bu Tan,37395,0,0,,15847.909,13325.341,700,1654.648,3451.41,7964.748
35475,2018,013421,Lip-Bu Tan,37395,0,0,,25358.837,7783.687,725,2229.947,2750.018,7556.368
35475,2019,013421,Lip-Bu Tan,37395,0,0,,96309.681,12242.429,725,2078.675,14275.22,19146.556
35475,2020,013421,Lip-Bu Tan,37395,0,0,,189451.013,27408.021,738.942,2102.427,3750,9604.64
35475,2021,013421,Lip-Bu Tan,37395,0,97274.7,,217155.794,25278.197,720.192,2052.844,4500.004,11166.016
35700,2015,013599,"Robert J. Hugin, MBA",37640,0,2200.59,,146873.145,29786.675,1483.333,1300.935,5431.237,22472.912
35700,2016,013599,"Robert J. Hugin, MBA",37640,0,5348.924,,160109.851,12442.141,1500,1047.103,4257.765,16526.237
35700,2017,013599,"Robert J. Hugin, MBA",37640,0,8898.673,,0,0,1500,1157.336,4416.517,11954.738
35700,2018,013599,"Robert J. Hugin, MBA",37640,0,0,,0,0,170.892,0,0,422.343
35712,2015,157855,Marc R. Benioff,37655,0,0,,112591.047,34557.785,1550,35687.5,17455.952,33362.903
35712,2016,157855,Marc R. Benioff,37655,0,0,,112298.552,28667.932,1550,34185.3,4373.238,13170.047
35712,2017,157855,Marc R. Benioff,37655,0,0,,95217.425,33716.595,1550,33256.8,0,4653.362
35712,2018,157855,Marc R. Benioff,37655,0,100359.402,,399763.879,23163.389,1550,31458.8,13500.066,28391.846
35712,2019,157855,Marc R. Benioff,37655,0,51529.01,,525799.159,18474.541,1550,30108.8,12000.012,25969.494
35712,2020,157855,Marc R. Benioff,37655,0,83229.159,,448961.641,31152.326,1550,28918.241,12000.089,25740.775
35712,2021,157855,Marc R. Benioff,37655,0,52674.178,,141326.803,17249.744,1550,28781.835,13500.117,28602.112
35712,2022,157855,Marc R. Benioff,37655,3.75,38791.664,,31583.97,1024.112,1550,27671.609,14760.156,29868.893
35712,2023,157855,Marc R. Benioff,37655,2.5,93825.594,,115116.589,26996.026,1550,23026.166,16338.29,39642.173
35712,2024,157855,Marc R. Benioff,37655,2.5,144522.698,,121975.537,30218.523,1550,21969.457,28028.587,55074.656
35959,2015,121440,"Martine A. Rothblatt, J.D., M.B.A., Ph.D.",37941,0,0,,184585.939,0,1078.099,625.437,0,2267.877
35959,2016,121440,"Martine A. Rothblatt, J.D., M.B.A., Ph.D.",37941,0,0,,126050.17,6811.98,1226.949,651.415,0,14812.213
35959,2017,121440,"Martine A. Rothblatt, J.D., M.B.A., Ph.D.",37941,0,0,,0,0,1163.707,691.04,19761.278,35893.548
35959,2018,121440,"Martine A. Rothblatt, J.D., M.B.A., Ph.D.",37941,0,0,,28076.854,0,1208.447,691.04,12796.803,16036.3
35959,2019,121440,"Martine A. Rothblatt, J.D., M.B.A., Ph.D.",37941,0,0,,10992.987,0,1218.038,671.43,0,42991.163
35959,2020,121440,"Martine A. Rothblatt, J.D., M.B.A., Ph.D.",37941,0,0,,79625.31,39736.699,1352.435,679.168,0,3235.915
35959,2021,121440,"Martine A. Rothblatt, J.D., M.B.A., Ph.D.",37941,0,0,,317620.523,73103.399,1367.858,651.845,0,3511.071
35959,2022,121440,"Martine A. Rothblatt, J.D., M.B.A., Ph.D.",37941,0,0,,497331.272,98056.72,1402.29,644.479,0,5322.204
35959,2023,121440,"Martine A. Rothblatt, J.D., M.B.A., Ph.D.",37941,0,16307.042,,296600.988,0,1476.379,644.479,11302.852,16958.057
35959,2024,121440,"Martine A. Rothblatt, J.D., M.B.A., Ph.D.",37941,0,0,,567173.083,0,1512.401,666.422,15614.615,22764.216
35961,2015,121440,"Roger A. Jeffs, Ph.D.",37943,0,0,,6057.158,22776.601,925,20.486,0,16247.932
35961,2016,121440,"Roger A. Jeffs, Ph.D.",37943,0,0,,15728.9,0,484.89,12.109,0,17006.331
36206,2021,061562,"Stephen D. Kelley, J.D.",67220,203.299,4016.019,,0,0,656.571,15.817,5147.212,6506.02
36206,2022,061562,"Stephen D. Kelley, J.D.",67220,0,8340.475,,0,0,897.917,24.91,4567.414,7484.931
36206,2023,061562,"Stephen D. Kelley, J.D.",67220,0,14168.314,,0,0,947.917,51.33,3070.396,5225.726
36206,2024,061562,"Stephen D. Kelley, J.D.",67220,0,13566.29,,220.552,110.276,949.999,72.053,6693.832,8761.961
36206,2015,110039,"Stephen D. Kelley, J.D.",65453,0,0,,740.625,444.375,700,529.653,0,920
36206,2016,110039,"Stephen D. Kelley, J.D.",65453,0,0,,0,567.188,700,271.996,0,1672.67
36206,2017,110039,"Stephen D. Kelley, J.D.",65453,1793.151,0,,847.969,3674.531,800.962,185.025,1972,7859.696
36206,2018,110039,"Stephen D. Kelley, J.D.",65453,2125,0,,0,0,858.656,313.325,0,3919.422
36206,2019,110039,"Stephen D. Kelley, J.D.",65453,2125,0,,971.438,441.563,893.519,291.625,0,4301.32
36206,2020,110039,"Stephen D. Kelley, J.D.",65453,1062.5,0,,0,146.813,504.077,286.2,0,3089.209
36230,2015,150937,"William David Mosley, Ph.D.",38245,0,8721.17,,2051.069,426.83,600.018,113.966,2488.763,4009.176
36230,2016,150937,"William David Mosley, Ph.D.",38245,0,4141.931,,512.934,0,623.095,152.965,2935.78,4303.648
36230,2017,150937,"William David Mosley, Ph.D.",38245,0,9848.159,,355.2,528.968,784.626,174.543,4615.905,7658.252
36230,2018,150937,"William David Mosley, Ph.D.",38245,0,22323.438,,3389.589,8895.829,953.85,214.059,5127.435,9332.073
36230,2019,150937,"William David Mosley, Ph.D.",38245,0,21556.223,,4337.112,2988.364,1084.623,334.774,6528.382,10344.579
36230,2020,150937,"William David Mosley, Ph.D.",38245,0,21300.775,,5336.022,1534.595,1100.008,491.872,7313.257,11698.767
36230,2021,150937,"William David Mosley, Ph.D.",38245,0,37487.477,,30595.017,12415.648,1100.008,521.761,7054.961,11641.189
36230,2022,150937,"William David Mosley, Ph.D.",38245,0,23547.807,,23703.449,3360.598,1100.008,615.997,8095.464,13210.318
36230,2023,150937,"William David Mosley, Ph.D.",38245,0,0,,17419.716,885.102,973.084,668.96,4831.397,7886.863
36230,2024,150937,"William David Mosley, Ph.D.",38245,0,0,,26793.275,8917.01,676.928,668.616,10393.544,13631.727
36230,2025,150937,"William David Mosley, Ph.D.",38245,0,0,,32716.026,13979.505,1100.008,505.668,12964.807,17176.928
36261,2015,177429,Anthony Aquila,38281,12600,0,,5528.783,303.76,890.769,476.454,6756.867,22452.322
36373,2015,030870,Antonio J. Pietri,38410,0,0,,1999.181,569.853,600,100.114286,2624.992,4582.79
36373,2016,030870,Antonio J. Pietri,38410,0,0,,985.79,92.439,600,157.238095,2999.999,5029.755
36373,2017,030870,Antonio J. Pietri,38410,0,0,,3001.377,1177.536,600,252.204762,3525.014,6077.981
36373,2018,030870,Antonio J. Pietri,38410,0,0,,4164.573,4133.856,600,304.642857,3750.029,6325.453
36373,2019,030870,Antonio J. Pietri,38410,0,0,,16864.381,4212.415,600,309.328571,4499.963,7478.887
36373,2020,030870,Antonio J. Pietri,38410,0,0,,14208.099,712.273,600,375.957143,4650.012,7626.325
36373,2021,030870,Antonio J. Pietri,38410,0,0,,20731.687,776.598,600,432.37381,4649.941,8418.919
36373,2022,030870,Antonio J. Pietri,38410,0,0,,30629.901,3382.098,468.75,170.254,4615.153,11757.003
36373,2023,030870,Antonio J. Pietri,38410,0,0,,11939.931,1081.109,750,119.173,0,1402.317
36373,2024,030870,Antonio J. Pietri,38410,0,0,,20861.579,1163.568,750,124.679,10115.548,11541.446
36516,2015,176022,"Robert G. Kramer, Sr.",38561,0,0,,930.358,843.779,525.873,45.188,478.906,1511.979
36516,2016,176022,"Robert G. Kramer, Sr.",38561,0,0,,0,355.717,501.655,48.934,500.007,1475.056
36516,2017,176022,"Robert G. Kramer, Sr.",38561,0,379.288,,806.826,1095.692,510.107,60.04,499.973,1712.371
36516,2018,176022,"Robert G. Kramer, Sr.",38561,0,872.898,,2358.167,1186.798,549.047,65.851,649.931,2214.989
36516,2019,176022,"Robert G. Kramer, Sr.",38561,0,1431.078,,2496.954,331.399,678.021,75.674,1439.958,3693.821
36516,2020,176022,"Robert G. Kramer, Sr.",38561,0,3140.212,,7719.949,3130.017,893.86,89.443,2050.006,5569.977
36516,2021,176022,"Robert G. Kramer, Sr.",38561,0,1889.162,,252.152,0,1026.924,110.352,2800.026,6932.076
36516,2022,176022,"Robert G. Kramer, Sr.",38561,0,1030.305,,0,0,1030.625,137.955,0,3878.58
36516,2023,176022,"Robert G. Kramer, Sr.",38561,0,0,,0,0,777.589,0,1289.53,3916.346
36696,2015,024800,Steven M. Mollenkopf,38760,0,28763.984,,0,0,1141.886,234.336,8000.034,10372.325
36696,2016,024800,Steven M. Mollenkopf,38760,0,18098.658,,0,0,1138.694,345.555,8000.114,11066.012
36696,2017,024800,Steven M. Mollenkopf,38760,0,7419.995,,0,0,1156.079,442.818,8000.035,11591.31
36696,2018,024800,Steven M. Mollenkopf,38760,0,45004.777,,0,0,1390.739,578.913,10000.072,19975.472
36696,2019,024800,Steven M. Mollenkopf,38760,0,45360.516,,0,0,1198.709,696.196,21600.214,23065.053
36696,2020,024800,Steven M. Mollenkopf,38760,0,24099.618,,7128.232,14256.551,1528.659,688.674,18000.269,25930.689
36696,2021,024800,Steven M. Mollenkopf,38760,0,43635.375,,17996.028,8998.041,1064.59,537.192,0,7380.553
36988,2015,062730,Peter A. Leav,49366,0,6832.442,,0,0,700,320.206,6510.209,7928.397
37196,2021,006008,Patrick P. Gelsinger,67355,1750,210471.3,,0,0,1098.5,274.596,169541.4,177905.4
37196,2022,006008,Patrick P. Gelsinger,67355,0,117014,,0,0,1302.1,439.183,8869.6,11614.7
37196,2023,006008,Patrick P. Gelsinger,67355,0,280627.2,,0,0,1067.7,579.563,12426.8,16743.4
37196,2024,006008,Patrick P. Gelsinger,67355,0,0,,0,0,1145.8,645.874,24625.7,27429.9
37497,2015,060900,Roger J. Lynch,39580,0,1200.78,,1567.2,0,486.538,0.173,1162.795,1651.933
37497,2016,060900,Roger J. Lynch,39580,0,1216.53,,1597.2,0,528.846,0.494,2685.879,4221.545
37577,2015,064630,"Strauss H. Zelnick, Esq., J.D.",39662,0,0,,0,0,0.001,393.281,0,22.874
37577,2016,064630,"Strauss H. Zelnick, Esq., J.D.",39662,0,0,,0,0,0.001,294.883,0,23.27
37577,2017,064630,"Strauss H. Zelnick, Esq., J.D.",39662,0,0,,0,0,0.001,224.288,0,42.629
37577,2018,064630,"Strauss H. Zelnick, Esq., J.D.",39662,0,0,,0,0,0.001,224.54,0,113.045
37577,2019,064630,"Strauss H. Zelnick, Esq., J.D.",39662,0,0,,0,0,0.001,360.57,0,87.761
37577,2020,064630,"Strauss H. Zelnick, Esq., J.D.",39662,0,0,,0,0,0.001,141.5,0,138.347
37577,2021,064630,"Strauss H. Zelnick, Esq., J.D.",39662,0,0,,0,0,0.001,181.603,0,142.996
37577,2022,064630,"Strauss H. Zelnick, Esq., J.D.",39662,0,0,,0,0,0.001,212.283,0,115.015
37577,2023,064630,"Strauss H. Zelnick, Esq., J.D.",39662,0,0,,0,0,0.001,274.561,0,274.074
37577,2024,064630,"Strauss H. Zelnick, Esq., J.D.",39662,0,0,,0,0,0.001,365.546,0,106.457
37809,2015,001161,"Lisa T. Su, Ph.D.",46953,300,3746.713,,36.554,73.108,849.992,902.309,3578.932,6559.194
37809,2016,001161,"Lisa T. Su, Ph.D.",46953,0,11737.036,,23710.631,16772.378,886.34,1713.584,7983.393,11724.775
37809,2017,001161,"Lisa T. Su, Ph.D.",46953,0,3041.41,,22226.215,4898.573,924.997,2050.317,6980.739,10894.82
37809,2018,001161,"Lisa T. Su, Ph.D.",46953,0,24849.491,,14353.493,3535.182,961.057,2311.264,8622.802,13356.393
37809,2019,001161,"Lisa T. Su, Ph.D.",46953,0,156847.83,,167704.288,12095.693,1026.442,2603.67,53176.358,58534.289
37809,2020,001161,"Lisa T. Su, Ph.D.",46953,0,236581.622,,268632.38,17105.951,1095.574,2632.852,18840.582,27141.878
37809,2021,001161,"Lisa T. Su, Ph.D.",46953,0,358919.84,,316503.592,17038.138,1076.317,2814.37,19929.804,29498.107
37809,2022,001161,"Lisa T. Su, Ph.D.",46953,0,62842.671,,84294.87,0,1148.889,3850.168,21900.27,30219.921
37809,2023,001161,"Lisa T. Su, Ph.D.",46953,0,22775.14,,13950.276,0,1200,3840.36,0,8500.023
37809,2024,001161,"Lisa T. Su, Ph.D.",46953,0,46932.809,,22980.581,2588.735,1230,4182.16,21699.384,30996.392
40545,2015,160888,Michael R. Hsing,43006,90,6912.239,,0,0,600,1459.807,6359.128,8549.128
40545,2016,160888,Michael R. Hsing,43006,90,9860.097,,0,0,600,1354.719,5228.852,7032.064
40545,2017,160888,Michael R. Hsing,43006,90,10274.723,,0,0,600,1377.829,5909.642,7986.619
40545,2018,160888,Michael R. Hsing,43006,0,12062.566,,0,0,643.846,1279.177,9446.868,11715.714
40545,2019,160888,Michael R. Hsing,43006,0,11592.707,,0,0,650,1356.12,7945.677,9356.946
40545,2020,160888,Michael R. Hsing,43006,0,18819.499,,0,0,650,1174.274,12395.153,14670.153
40545,2021,160888,Michael R. Hsing,43006,0,18645.892,,0,0,711.923,1205.792,13782.908,20254.831
40545,2022,160888,Michael R. Hsing,43006,0,31596.218,,0,0,751.846,1206.981,13865.09,20664.936
40545,2023,160888,Michael R. Hsing,43006,0,55052.755,,0,0,822.877,1053.097,12311.787,14643.469
40545,2024,160888,Michael R. Hsing,43006,0,290812.001,,0,0,980.569,980.763,12268.389,18979.292
40634,2015,012945,Todd P. Kelsey,43103,0,592.8,,823.892,14.052,517.885,32.719,964.261,2653.488
40634,2016,012945,Todd P. Kelsey,43103,0,1815.064,,1419.33,320.623,536.154,42.162,3559.062,4868.153
40634,2017,012945,Todd P. Kelsey,43103,0,3965.417,,1701.323,320.278,840,55.175,3139.087,5363.595
40634,2018,012945,Todd P. Kelsey,43103,0,5549.088,,1122.633,47.034,915,73.522,3453.316,6673.723
40634,2019,012945,Todd P. Kelsey,43103,0,7661.098,,287.905,0,958.75,106.94,3459.586,6519.481
40634,2020,012945,Todd P. Kelsey,43103,0,8978.723,,0,0,1010.481,142.069,4977.568,8202.523
40634,2021,012945,Todd P. Kelsey,43103,0,13176.543,,0,0,1000,140.856,5078.974,7623.221
40634,2022,012945,Todd P. Kelsey,43103,0,13317,,0,0,1023.076,106.819,4077.029,7440.475
40634,2023,012945,Todd P. Kelsey,43103,0,10131.101,,0,0,1083.846,118.964,5562.053,9126.346
40634,2024,012945,Todd P. Kelsey,43103,0,16971.772,,0,0,1049.231,75.771,6127.875,8386.388
40634,2025,012945,Todd P. Kelsey,43103,0,17914.481,,0,0,1100,70.152,7766.185,10839.258
40775,2019,001161,Richard A. Bergman,43251,500,4474.703,,0,562.727,230.768,52.345,6657.033,8240.996
40775,2020,001161,Richard A. Bergman,43251,0,12168.406,,924.404,2010.606,623.074,71.891,3674.048,6069.061
40775,2021,001161,Richard A. Bergman,43251,0,26834.52,,3989.479,3442.557,612.69,89.988,3686.059,6493.02
40775,2015,142814,Richard A. Bergman,46377,0,5144.672,,15502.881,5240.973,700,38.429,1834.848,5578.259
40775,2016,142814,Richard A. Bergman,46377,0,2631.888,,5704.761,43.239,700,51.491,4536.63,7799.268
40775,2017,142814,Richard A. Bergman,46377,0,3101.483,,2989.25,0,560,53.23,3422.28,5872.257
40775,2018,142814,Richard A. Bergman,46377,0,5914.546,,927.187,90.521,700,57.252,5597.768,7012.022
40775,2019,142814,Richard A. Bergman,46377,0,0,,112.125,0,495.833,87.214,5468.45,6893.132
40792,2015,002086,"Ludwig N. Hantson, Ph.D.",43272,0,782.876,,1472.262,80.497,527.397,24.565,1697.388,4569.296
40792,2015,022734,"Ludwig N. Hantson, Ph.D.",51384,0,1709.166,,3076.258,9060.292,1119.231,417.881,4497.392,18580.029
40792,2017,062263,"Ludwig N. Hantson, Ph.D.",59449,0,1145.074,,0,6788.168,900,33.337,9618.758,15310.154
40792,2018,062263,"Ludwig N. Hantson, Ph.D.",59449,0,7397.997,,0,0,1200,46.284,12385.168,16490.25
40792,2019,062263,"Ludwig N. Hantson, Ph.D.",59449,0,14653.568,,0,0,1250,93.497,15243.634,18947.984
40792,2020,062263,"Ludwig N. Hantson, Ph.D.",59449,0,23618.643,,1990.736,132.731,1300,195.656,13670.359,17919.259
41346,2015,024468,"George A. Scangos, Ph.D.",43871,0,16367.208,,0,0,1538.462,71.677,13015.232,16874.386
41346,2016,024468,"George A. Scangos, Ph.D.",43871,0,18079.077,,0,0,1500,82.497,13007.653,17733.788
41346,2017,024468,"George A. Scangos, Ph.D.",43871,0,10236.928,,0,0,60.065,89.751,0,7315.861
41346,2018,035638,"George A. Scangos, Ph.D.",67650,0,15835.692,,0,0,512.019,,0,783.019
41346,2019,035638,"George A. Scangos, Ph.D.",67650,0,0,,2252.931,1906.335,514.583,6620.888,0,785.827
41346,2020,035638,"George A. Scangos, Ph.D.",67650,0,0,,9617.789,2530.98,544.583,6520.888,0,994.883
41346,2021,035638,"George A. Scangos, Ph.D.",67650,0,0,,20636.034,0,575,5620.888,7479.18,20682.838
41346,2022,035638,"George A. Scangos, Ph.D.",67650,0,0,,11321.978,0,638.333,5620.888,2489.73,7479.898
41346,2023,035638,"George A. Scangos, Ph.D.",67650,0,0,,0,0,325,3715.548,0,338.2
41364,2018,018888,Robert A. Stewart,75593,0,0,,0,0,634.615,17,4999.996,11683.805
41364,2019,018888,Robert A. Stewart,75593,0,0,,0,0,1021.168,159.126,5564.449,9525.801
41364,2015,027845,Robert A. Stewart,43891,3000,7677.188,,454.89,1819.914,715,44.224,0,9603.947
41364,2016,027845,Robert A. Stewart,43891,0,4448.852,,0,0,731.749,47.023,0,1495.834
41364,2017,027845,Robert A. Stewart,43891,0,0,,0,0,820.917,49.067,5968.84,9409.169
41809,2016,063080,"Ajei S. Gopal, Ph.D.",54961,201,0,,0,0,183.333,0.086,5000,10413.949
41809,2017,063080,"Ajei S. Gopal, Ph.D.",54961,205.537,5711.733,,2741.55,8224.755,750,25.536,8339.153,10299.056
41809,2018,063080,"Ajei S. Gopal, Ph.D.",54961,210,8804.389,,4997.454,4997.55,768.75,21.175,8214.921,10164.184
41809,2019,063080,"Ajei S. Gopal, Ph.D.",54961,240,30874.528,,25429.214,8476.513,793.75,66.388,17553.073,19591.413
41809,2020,063080,"Ajei S. Gopal, Ph.D.",54961,247.5,41494.3,,56128.682,0,818.75,88.825,12276.512,14089.533
41809,2021,063080,"Ajei S. Gopal, Ph.D.",54961,309.375,44598.929,,63924.158,0,825,62.698,15431.959,18260.634
41809,2022,063080,"Ajei S. Gopal, Ph.D.",54961,312.609,16738.321,,30601.213,0,843.75,110.084,18915.491,21872.498
41809,2023,063080,"Ajei S. Gopal, Ph.D.",54961,0,19730.511,,0,0,850,147.566,21312.677,24633.791
41809,2024,063080,"Ajei S. Gopal, Ph.D.",54961,0,10886.314,,22290.44,0,850,172.267,29379.507,32810.655
42000,2015,162335,"Ronald M. Lombardi, CPA",44581,0,0,,4168.898,738.167,735.479,42.438,2500,4124.182
42000,2016,162335,"Ronald M. Lombardi, CPA",44581,80,0,,4999.093,241.182,800,48.403,599.99,3590.892
42000,2017,162335,"Ronald M. Lombardi, CPA",44581,0,255.429,,1879.462,0,850,142.63,1700.02,4191.403
42000,2018,162335,"Ronald M. Lombardi, CPA",44581,0,1239.321,,1420.556,0,850,99.84,2660.001,4274.546
42000,2019,162335,"Ronald M. Lombardi, CPA",44581,0,2903.882,,2341.194,0,875,197.966,3075,5051.679
42000,2020,162335,"Ronald M. Lombardi, CPA",44581,0,5869.296,,2510.555,0,887.739,236.559,3127.475,5148.033
42000,2021,162335,"Ronald M. Lombardi, CPA",44581,0,12019.074,,1529.871,0,937.321,303.14,3299.969,6031.516
42000,2022,162335,"Ronald M. Lombardi, CPA",44581,0,10097.897,,1505.068,0,1002.322,329.15,3600.031,5583.109
42000,2023,162335,"Ronald M. Lombardi, CPA",44581,0,6858.589,,1474.207,0,1002.632,371.021,3700.034,5763.133
42000,2024,162335,"Ronald M. Lombardi, CPA",44581,0,7552.292,,0,0,1003.564,328.47,4000.008,6193.019
42535,2015,006266,Alex Gorsky,45191,0,11450.815,,19329.188,23745.895,1613.462,178.308,10693.427,21081.598
42535,2016,006266,Alex Gorsky,45191,0,12047.971,,48899.442,24222.002,1600,261.487,21217.802,31816.85
42535,2017,006266,Alex Gorsky,45191,0,0,,0,0,1600,338.096,12354.361,22843.42
42535,2018,006266,Alex Gorsky,45191,0,9250.238,,77220.713,16231.42,1642.308,391.034,8884.237,18662.346
42535,2019,006266,Alex Gorsky,45191,0,6958.98,,123942.557,18492.829,1650,452.623,9956.365,19590.777
42535,2020,006266,Alex Gorsky,45191,0,14613.992,,164017.999,14055.167,1650,477.885,13757.654,23139.974
42535,2021,006266,Alex Gorsky,45191,0,22441.647,,208072.186,15714.732,1650,585.447,14789.176,26039.043
42535,2022,006266,Alex Gorsky,45191,0,0,,0,0,1404.808,768.336,0,4137.302
43232,2015,024468,"John G. Cox, M.B.A.",45949,0,4471.791,,2658.664,0,674.753,30.601,3559.612,4977.848
43232,2016,024468,"John G. Cox, M.B.A.",45949,0,5031.843,,2420.035,0,696.75,30.601,6010.767,7730.964
43232,2015,029819,"John G. Cox, M.B.A.",54369,0,4471.791,,0,0,674.753,,0,1274.098
43232,2016,029819,"John G. Cox, M.B.A.",54369,258.706,5031.843,,0,0,696.75,180.632,0,1731.259
43232,2017,029819,"John G. Cox, M.B.A.",54369,0,0,,5467.671,0,788.698,0,3249.987,15103.35
43392,2015,062263,David L. Hallal,46129,0,335.72,,42204.755,4408.775,1048.461,114.21,6926.092,14719.786
43392,2016,062263,David L. Hallal,46129,0,0,,21634.354,0,1153.846,0,5947.361,13136.341
43585,2015,014256,Matthew J. Murphy,46343,216.414,868.75,,895.451,1510.488,470,23.512,4030.582,5152.613
43722,2019,015855,Vincent Pilette,64780,0,6285.999,,280.5,0,568.75,985.243,19446.262,20596.491
43722,2020,015855,Vincent Pilette,64780,1300,5358.556,,0,0,753.974,1147.676,10278.897,13829.574
43722,2021,015855,Vincent Pilette,64780,0,27855.638,,0,0,885.577,1272.875,11437.131,13517.505
43722,2022,015855,Vincent Pilette,64780,0,19377.192,,0,0,940.385,1664.919,23336.21,25291.364
43722,2023,015855,Vincent Pilette,64780,0,29319.046,,0,0,950,2011.657,13386.893,15362.827
43722,2024,015855,Vincent Pilette,64780,0,37456.359,,0,0,950,2192.344,19831.803,22510.197
44188,2015,006008,Brian Matthew Krzanich,47026,0,12865.7,,9826.006,3238.776,1100,384.974,9799,14633.5
44188,2016,006008,Brian Matthew Krzanich,47026,0,15747.1,,10424.122,1633.025,1250,510.779,11710.6,19076
44188,2017,006008,Brian Matthew Krzanich,47026,0,27034.4,,0,0,1380,250.703,13076.9,21527.7
44188,2018,006008,Brian Matthew Krzanich,47026,0,32219.1,,0,0,694,253.59,15313.3,18008.3
44188,2019,021761,Brian Matthew Krzanich,62463,0,9165.237,,0,0,651.517,0,8749.983,14106.214
44188,2020,021761,Brian Matthew Krzanich,62463,0,10241.758,,0,0,750,160.348,3120.861,7723.661
44188,2021,021761,Brian Matthew Krzanich,62463,0,9485.622,,284.695,2564.28,1000,80.62,5848.625,12648.188
44188,2025,035614,Brian Matthew Krzanich,75204,0,17245.687,,0,0,590.769,213.946,6996.538,8544.306
44576,2015,175404,James A. Hughes,47460,0,21996.645,,0,0,859.615,35.98,2000.004,4527.719
44576,2016,175404,James A. Hughes,47460,0,0,,0,0,527.564,113.304,2800.048,4274.562
44810,2015,016721,Andrew Wilson,47724,0,20804.088,,24805.43,20114.46,1019.231,264.581,13617.852,16730.707
44810,2016,016721,Andrew Wilson,47724,0,31446.675,,54687.937,14373.619,1083.846,262.482,16150.342,19972.718
44810,2017,016721,Andrew Wilson,47724,0,63943.552,,85475.415,0,1141.731,243.928,32025.758,35728.763
44810,2018,016721,Andrew Wilson,47724,0,27000.449,,61474.627,0,1192.308,182.215,17090.598,18320.072
44810,2019,016721,Andrew Wilson,47724,0,29374.437,,51383.099,0,1200,125.549,16022.957,21365.752
44810,2020,016721,Andrew Wilson,47724,0,22310.201,,0,0,1249.615,224.173,32870.225,39165.82
44810,2021,016721,Andrew Wilson,47724,0,18341.061,,0,0,1292.923,172.789,13973.702,19858.539
44810,2022,016721,Andrew Wilson,47724,0,6429.14,,0,0,1300,131.293,11753.683,15688.431
44810,2023,016721,Andrew Wilson,47724,0,3732.007,,0,0,1300,143.837,17978.523,23230.333
44810,2024,016721,Andrew Wilson,47724,0,15760.467,,0,0,1300,144.483,25710.91,30529.835
44939,2015,012141,Satya Nadella,47866,4320,19867.5,,0,0,1200,430.708,12761.263,18294.27
44939,2016,012141,Satya Nadella,47866,4464,28200.992,,0,0,1200,467.659,12013.927,17692.031
44939,2017,012141,Satya Nadella,47866,0,42729.569,,0,0,1450,656.241,11434.557,20014.152
44939,2018,012141,Satya Nadella,47866,0,71207.169,,0,0,1500,756.663,16807.208,25843.263
44939,2019,012141,Satya Nadella,47866,0,71600.414,,0,0,2333.333,947.841,29668.651,42910.215
44939,2020,012141,Satya Nadella,47866,0,72188.66,,0,0,2500,1315.097,30718.608,44321.788
44939,2021,012141,Satya Nadella,47866,0,53527.944,,0,0,2500,1574.939,33036.03,49858.28
44939,2022,012141,Satya Nadella,47866,0,50752.69,,0,0,2500,759.857,42269.559,54946.309
44939,2023,012141,Satya Nadella,47866,0,0,,0,0,2500,792.353,39236.137,48512.537
44939,2024,012141,Satya Nadella,47866,0,239119.144,,0,0,2500,867.989,71236.392,79106.183
